"GCAM_region_name","year","pop_thous","gdp_pcap_thous2005usd","ns_cal_pcap_day_thous","ns_usd_p1000cal","s_cal_pcap_day_thous","s_usd_p1000cal","s_share","ns_share","clusterID","sig2Qn","sig2Qs","weight"
"Africa_Eastern",1971,47317.83,1.30868741832958,0.838632641649036,0.657302369280783,1.24672918411516,0.285366258040992,0.59784789800604,0.40215210199396,"1.1.1.1",0.00294232802141059,0.00398117431182517,0.0350977048608723
"Africa_Northern",1971,57123.73,1.73032910744444,0.658016568770982,0.870188418136266,1.54202225957584,0.142576436536648,0.700906838419103,0.299093161580897,"1.2.1",0.012182917604228,0.0104343466202357,0.0423711699393687
"Africa_Southern",1971,47429.64,1.88388123821469,0.514894177775754,0.515615380583423,1.35610547792477,0.15224372501256,0.724802633604457,0.275197366395543,"1.2.2.1.1",0.00172824916993792,0.0434632682438921,0.0351806392300201
"Africa_Western",1971,117689.28,1.65680132413808,0.615373901684164,0.884639519019589,1.25150271825947,0.285672199893629,0.67037248465689,0.32962751534311,"1.1.2.1",0.01111413877582,0.051648316925481,0.0872952883665325
"Argentina",1971,24366.44,8.84567831559992,1.684,1.26127673316007,1.151,0.26049598328176,0.405996472663139,0.594003527336861,"2.1.1",0.0545902984819055,0.0318462019443275,0.0180736546800678
"Brazil",1971,98402.2,4.14756768214367,1.164,1.08177669293482,1.113,0.460099447411507,0.488801054018445,0.511198945981555,"2.2",0.0428415853523031,0.016910607182991,0.0729892172413766
"Central America and Caribbean",1971,24123.67,3.14194596840522,0.894875154153576,1.44000515528457,1.03520550977525,0.453735491038539,0.53635349502337,0.46364650497663,"2.2",0.0428415853523031,0.016910607182991,0.0178935815488808
"Colombia",1971,22611.99,3.87541427197139,0.93,0.889080731795011,0.895,0.436260638117297,0.49041095890411,0.50958904109589,"2.3.1",0.0146056545454546,0.00470825454545455,0.0167723023506572
"EU-12",1971,52922.93,6.1344091796703,1.48243033993016,1.3620801684441,1.56546056784838,0.304728128400248,0.513620931724675,0.486379068275325,"2.1.2",0.0988806750756253,0.03360910015009,0.0392552527770738
"EU-15",1971,332684.31,14.9657313318887,1.76498877611631,2.99471703544865,1.00986891578987,0.757986732519843,0.363935389816744,0.636064610183256,"4",0.246312225639991,0.177723115332846,0.24676650903524
