"GCAM_region_name","year","pop_thous","gdp_pcap_thous2005usd","ns_cal_pcap_day_thous","ns_usd_p1000cal","s_cal_pcap_day_thous","s_usd_p1000cal","s_share","ns_share","clusterID","sig2Qn","sig2Qs"
"Indonesia",1991,184614.74,4.27953843496275,0.586,0.163973287992797,1.715,0.0466972167818204,0.745328118209474,0.254671881790526,"1.6",0.0263187186329635,0.0503453302889443
"Indonesia",1992,187762.1,4.51162725722965,0.604,0.182289164550618,1.754,0.0376414506615017,0.743850720949958,0.256149279050042,"1.4.1",0.149181642078083,0.110484928421188
"Indonesia",1993,190873.25,4.7600320666456,0.531,0.200907217474106,1.771,0.0512787151535778,0.769331016507385,0.230668983492615,"1.8.2",0.0975852533277176,0.062085685340821
"Indonesia",1994,193939.91,5.03799868006208,0.559,0.212859899371568,1.774,0.0463678675541691,0.760394342048864,0.239605657951136,"1.5",0.130079094544085,0.109437818815476
"Indonesia",1995,196957.85,5.37732951935409,0.563,0.25353723799648,1.833,0.064540637386125,0.765025041736227,0.234974958263773,"1.1",0.0854474995476141,0.0742902171775189
"Indonesia",1996,199926.61,5.70235501862331,0.574,0.206878467841024,1.855,0.0761753138293394,0.763688760806916,0.236311239193084,"2.2",0.00417960328579176,0.0659719781318112
"Indonesia",1997,202853.85,5.88420457648788,0.575,0.294788182088003,1.833,0.0796486888026964,0.761212624584718,0.238787375415282,"2.3",0.145156094545679,0.0638707519251811
"Indonesia",1998,205753.49,5.03976168849654,0.551,0.257788688778962,1.835,0.073813440925684,0.769069572506287,0.230930427493713,"2.2",0.00417960328579176,0.0659719781318112
"Indonesia",1999,208644.08,5.00925876177477,0.572,0.264485706058209,1.809,0.0426117840023626,0.759764804703906,0.240235195296094,"1.2.2",0.063412183021449,0.115073428747506
"Indonesia",2000,211540.43,5.1837577981075,0.573,0.293666198468023,1.757,0.0422560561791971,0.754077253218884,0.245922746781116,"1.2.2",0.063412183021449,0.115073428747506
"Indonesia",2001,214448.3,5.2997746133948,0.582,0.318777878372769,1.727,0.0396612639925122,0.747942832394976,0.252057167605024,"1.2.2",0.063412183021449,0.115073428747506
"Indonesia",2002,217369.09,5.46381944349827,0.596,0.346446510914591,1.737,0.0443381718314524,0.744534933561937,0.255465066438063,"6.2.2",0.0196860391736991,0.0227237000691502
"Indonesia",2003,220307.81,5.64864333119593,0.606,0.374822329120636,1.721,0.059803348139422,0.739578856897293,0.260421143102707,"6.5",0.0801350390995439,0.0758120211339963
"Indonesia",2004,223268.61,5.85414348723271,0.732,0.522090761965726,1.719,0.0555987601823296,0.701346389228886,0.298653610771114,"7.2",0.0208816071715181,0.0402737636225539
"Indonesia",2005,226254.7,6.10573388693026,0.744,0.514430304095245,1.699,0.0603406853346449,0.695456406058125,0.304543593941875,"7.1",0.0370059345430263,0.100868065612398
"Indonesia",2006,229263.98,6.35705600603224,0.728,0.533984890055674,1.728,0.0769239985984272,0.703583061889251,0.296416938110749,"8.5",0.0744119144962204,0.0504139076579017
"Indonesia",2007,232296.83,6.67214918212288,0.757,0.574770219346465,1.735,0.0962888634163673,0.696227929373997,0.303772070626003,"8.2",0.0538528352434628,0.0730901910501228
"Indonesia",2008,235360.77,6.98131077738332,0.748,0.453893145931329,1.773,0.126014799860928,0.703292344307814,0.296707655692186,"4.3",0.0891737470245337,0.125355749874295
"Indonesia",2009,238465.17,7.20937526050606,0.759,0.497080075403542,1.814,0.100234654149613,0.70501360279829,0.29498639720171,"8.4",0.2316718440249,0.120780581285835
"Indonesia",2010,241613.13,7.55829970880876,0.772,0.54481994672755,1.854,0.0988261393359046,0.706016755521706,0.293983244478294,"8.4",0.2316718440249,0.120780581285835
"Indonesia",2011,244808.25,7.91989659724551,0.745,0.501603934735694,1.878,0.113885595740149,0.715974075486085,0.284025924513915,"4.3",0.0891737470245337,0.125355749874295
