"X","iso","year","pop_thous","Y","cons_price_ns","Pn","share_s_ns.x","cons_exp_ns","Qn","ns_cons_thous_t","cons_price_s","Ps","share_s_ns.y","cons_exp_s","Qs","s_cons_thous_t","gdp_pcap","Tot_cal","weight","clusterID","sig2Qn","sig2Qs"
4850,"nor",2009,4836,88127.21276,5497.195976,2.76809149169,0.628992607,26408427.05,1.972767033,0.855870635,1084.926993,0.328909356625,0.371007393,1850867.568,1.163624415,0.144129365,88.12721276,3.136391448,0.00347775559633872,"1.1",0.0393264544481856,0.0134583287851763
4851,"nor",2010,4891,87738.89853,5345.310871,2.56447286982,0.63446978,24492331.87,1.952694773,0.857783019,1200.829768,0.37275923716,0.36553022,2051033.662,1.124984946,0.142216981,87.73889853,3.077679719,0.00351730823442777,"1.1",0.0393264544481856,0.0134583287851763
786,"bmu",2003,64,87682.59036,4465.670888,1.50932504369,0.659044715,107265.4565,1.110445205,0.888888889,1031.121707,0.33036802474,0.340955285,12146.6819,0.574486301,0.111111111,87.68259036,1.684931506,4.60248879581634e-05,"1.2.1",0.0413579844033915,0.0208664729982023
777,"bmu",2001,63,87428.52389,4186.918022,1.712803452635,0.689926063,140121.4003,1.298543162,0.904761905,686.1511105,0.241579791695,0.310073937,8882.193984,0.583605132,0.095238095,87.42852389,1.882148294,4.53057490838171e-05,"1.2.1",0.0413579844033915,0.0208664729982023
4845,"nor",2004,4588,86894.33163,5556.02563,2.72862879618,0.641117166,25162517.67,2.009954497,0.86104952,1510.89045,0.46727873196,0.358882834,2412131.22,1.125126894,0.13895048,86.89433163,3.135081391,0.00329940915550084,"1.1",0.0393264544481856,0.0134583287851763
778,"bmu",2002,63,86136.51751,6419.927036,2.31516600805,0.676001931,177601.776,1.217656012,0.897435897,678.6657996,0.228759663095,0.323998069,8410.834742,0.583605132,0.102564103,86.13651751,1.801261144,4.53057490838171e-05,"1.2.1",0.0413579844033915,0.0208664729982023
4844,"nor",2003,4560,84098.40544,5361.712826,2.777965404895,0.647037943,26636273.93,2.102721702,0.85806612,2022.678924,0.631230487175,0.352962057,3301664.033,1.14704398,0.14193388,84.09840544,3.249765682,0.00327927326701914,"1.1",0.0393264544481856,0.0134583287851763
4843,"nor",2002,4537,83754.32896,5746.956094,3.03676861876,0.645605912,29188754.37,2.118532251,0.854802117,1564.477389,0.48877188179,0.354394088,2578867.576,1.162931271,0.145197883,83.75432896,3.281463522,0.00326273307290918,"1.1",0.0393264544481856,0.0134583287851763
4842,"nor",2001,4515,82969.57336,6097.256507,3.29952912576,0.642386378,30803138.34,2.067689134,0.852781371,1435.28821,0.4476656088,0.357613622,2326561.096,1.151073287,0.147218629,82.96957336,3.218762421,0.00324691201767356,"1.1",0.0393264544481856,0.0134583287851763
4841,"nor",2000,4492,81690.87264,5776.422819,3.33325713618,0.633842194,29730918.53,1.985636565,0.850332889,1487.411184,0.44487020447,0.366157806,2292239.435,1.147062052,0.149667111,81.69087264,3.132698617,0.00323037182356359,"1.1",0.0393264544481856,0.0134583287851763
773,"bmu",2000,63,81540.2953,3325.987895,1.359786407745,0.705443371,119735.7127,1.397695151,0.914893617,786.9341059,0.291581507425,0.294556629,10720.61323,0.583605132,0.085106383,81.5402953,1.981300283,4.53057490838171e-05,"1.2.2",0.153162618260092,0.0321241873965661
4840,"nor",1999,4466,79614.5833,5754.176164,3.126517968345,0.638657982,28463134.32,2.038464134,0.85171504,1037.597697,0.3149275772,0.361342018,1622118.611,1.153328957,0.14828496,79.6145833,3.191793091,0.00321167421283059,"1.1",0.0393264544481856,0.0134583287851763
772,"bmu",1999,63,79177.93717,3160.403283,1.340764285285,0.658655804,118795.389,1.406392694,0.895833333,558.0505983,0.17857379136,0.341344196,8199.717108,0.728854099,0.104166667,79.17793717,2.135246793,4.53057490838171e-05,"1.2.2",0.153162618260092,0.0321241873965661
4839,"nor",1998,4440,78500.34151,6335.102803,3.25837503339,0.647974393,30270304.06,2.092342342,0.851201728,1245.954645,0.389357365055,0.352025607,1965081.288,1.136708626,0.148798272,78.50034151,3.229050968,0.00319297660209758,"1.1",0.0393264544481856,0.0134583287851763
771,"bmu",1998,62,77817.13179,2890.378194,1.15957797686,0.708133971,103440.7094,1.438798056,0.921568627,578.6532131,0.21644778933,0.291866029,7958.162554,0.593018118,0.078431373,77.81713179,2.031816174,4.45866102094708e-05,"1.2.2",0.153162618260092,0.0321241873965661
4838,"nor",1997,4413,76960.82382,6017.194173,3.10182816275,0.639730831,26806083.96,1.958311216,0.857373086,1157.827776,0.35251169582,0.360269169,1715611.648,1.102837507,0.142626914,76.96082382,3.061148723,0.00317355985249023,"1.1",0.0393264544481856,0.0134583287851763
1109,"che",2008,7653,75740.8954,2262.574725,0.87567612966,0.711783181,15229471.36,2.272529888,0.881355932,819.223362,0.3249474477,0.288216819,2288368.953,0.920197827,0.118644068,75.7408954,3.192727715,0.00550356980537225,"1.2.3",0.10025632119251,0.048822402286826
1108,"che",2007,7565,75005.80135,2239.312513,0.86571499131,0.696209702,14604232.41,2.229948664,0.873266078,724.444872,0.26937668169,0.303790298,1982885.443,0.973035519,0.126733922,75.00580135,3.202984183,0.00544028558442978,"1.2.2",0.153162618260092,0.0321241873965661
770,"bmu",1997,62,74889.09735,3651.999015,1.448979914525,0.719774483,136839.2812,1.523199293,0.925925926,578.9638547,0.22555423273,0.280225517,8292.980278,0.593018118,0.074074074,74.88909735,2.116217411,4.45866102094708e-05,"1.2.2",0.153162618260092,0.0321241873965661
1111,"che",2010,7831,74547.69224,2199.206392,0.88837344306,0.70691837,15839674.15,2.276844924,0.884356662,671.5693198,0.26383475821,0.29308163,1950302.674,0.943958241,0.115643338,74.54769224,3.220803165,0.0056315765250059,"1.2.2",0.153162618260092,0.0321241873965661
4837,"nor",1996,4386,73547.86491,6002.278575,2.901186629435,0.654278209,26369560.89,2.072328517,0.859705489,1065.253532,0.33760881882,0.345721791,1621456.535,1.095022144,0.140294511,73.54786491,3.167350661,0.00315414310288288,"1.1",0.0393264544481856,0.0134583287851763
1110,"che",2009,7743,73197.04741,2126.69319,0.94632832994,0.697905088,16587994.84,2.263824683,0.877270713,732.3935792,0.277675892915,0.302094912,2106867.739,0.979918229,0.122729287,73.19704741,3.243742912,0.00556829230406342,"1.2.2",0.153162618260092,0.0321241873965661
1107,"che",2006,7482,72842.66127,2199.42476,0.912271413275,0.698222455,15289893.83,2.240075725,0.871641308,604.9819739,0.228536477275,0.301777545,1655499.458,0.968179338,0.128358692,72.84266127,3.208255063,0.00538059705785904,"1.2.2",0.153162618260092,0.0321241873965661
769,"bmu",1996,62,71591.76126,2846.41827,1.268301143345,0.679663609,123563.8045,1.571365444,0.913793103,532.3658107,0.181518630705,0.320336391,8334.937665,0.74060981,0.086206897,71.59176126,2.311975254,4.45866102094708e-05,"1.2.2",0.153162618260092,0.0321241873965661
1106,"che",2005,7409,70738.85713,2321.80343,0.97196765785,0.694945359,15826482.8,2.197723243,0.871360421,593.8307204,0.226620510515,0.305054641,1619790.278,0.964717106,0.128639579,70.73885713,3.162440349,0.00532809992003176,"1.2.2",0.153162618260092,0.0321241873965661
4836,"nor",1995,4360,70444.50654,5823.932115,2.961468324885,0.656403729,26275445.15,2.034962926,0.859988932,1100.066987,0.350194965265,0.343596271,1626410.956,1.065206736,0.140011068,70.44450654,3.100169662,0.00313544549214988,"1.1",0.0393264544481856,0.0134583287851763
768,"bmu",1995,61,70051.23448,2721.893074,1.30920092817,0.694383662,136587.3187,1.710307658,0.919354839,600.4627216,0.214589617035,0.305616338,9853.484883,0.752750954,0.080645161,70.05123448,2.463058612,4.38674713351245e-05,"1.2.2",0.153162618260092,0.0321241873965661
1105,"che",2004,7345,69199.49951,2427.829265,0.90516554984,0.690827709,14697607.02,2.210684745,0.870747192,830.8514386,0.303311551115,0.309172291,2204135.958,0.989367476,0.129252808,69.19949951,3.200052221,0.00528207503207359,"1.2.3",0.10025632119251,0.048822402286826
1102,"che",2001,7201,68538.05835,2416.507888,1.11807303627,0.688369456,17478269.08,2.170878093,0.872477671,890.8890004,0.32730091368,0.311630544,2316295.117,0.982774462,0.127522329,68.53805835,3.153652555,0.00517851903416773,"1.2.3",0.10025632119251,0.048822402286826
1103,"che",2002,7242,68260.85641,2514.433339,1.06364394135,0.685981317,17031853.59,2.211093583,0.871352571,834.0219739,0.29984999879,0.314018683,2197925.136,1.012162689,0.128647429,68.26085641,3.223256272,0.00520800372801592,"1.2.3",0.10025632119251,0.048822402286826
4835,"nor",1994,4334,68040.73025,6675.645998,3.283324567145,0.652280833,29037542.56,2.040596494,0.859131859,1029.3649,0.327189305805,0.347719167,1542549.67,1.087805248,0.140868141,68.04073025,3.128401742,0.00311674788141688,"1.1",0.0393264544481856,0.0134583287851763
1101,"che",2000,7166,67980.61655,2255.714205,1.157998250655,0.673677034,18527432.67,2.232700844,0.867734841,711.2292701,0.241228273335,0.326322966,1869525.727,1.081499776,0.132265159,67.98061655,3.31420062,0.00515334917356561,"1.2.2",0.153162618260092,0.0321241873965661
1104,"che",2003,7289,67847.54656,2426.376661,0.959453685045,0.688829551,15670954.19,2.240801959,0.870322581,1034.32035,0.37076459173,0.311170449,2735623.052,1.012255284,0.129677419,67.84754656,3.253057243,0.0052418032551102,"1.2.3",0.10025632119251,0.048822402286826
176,"are",2004,3659,67059.68098,2276.717423,1.53975858601,0.497707983,8606238.051,1.527560116,0.785640673,2782.680784,0.65995626421,0.502292017,3722695.76,1.541629384,0.214359327,67.05968098,3.0691895,0.00263132914123312,"1.3.1.1",0.0127621455812419,0.01
764,"bmu",1991,60,66767.58285,2676.671925,1.01836824708,0.710383698,91429.93824,1.496347032,0.921568627,347.5831186,0.131154159725,0.289616302,4800.601575,0.610045662,0.078431373,66.76758285,2.106392694,4.31483324607782e-05,"1.2.4",0.087210097903214,0.0368615977779568
175,"are",2003,3369,66472.95551,2298.204805,1.52679496131,0.541824157,8772545.547,1.705469287,0.810782241,2834.015903,0.726588152645,0.458175843,3530262.909,1.442174215,0.189217759,66.47295551,3.147643502,0.00242277886767269,"1.3.1.1",0.0127621455812419,0.01
767,"bmu",1994,61,66464.66297,2597.49771,1.18163841626,0.720707596,112109.9681,1.55535594,0.93442623,317.9521355,0.12422761568,0.279292404,4567.492067,0.602739726,0.06557377,66.46466297,2.158095666,4.38674713351245e-05,"1.2.4",0.087210097903214,0.0368615977779568
1100,"che",1999,7137,65671.47436,2291.010767,0.9882718027,0.677519949,15200757.51,2.155128301,0.867563975,525.0845522,0.182429542955,0.322480051,1335564.186,1.025779221,0.132436025,65.67147436,3.180907522,0.00513249414620956,"1.2.4",0.087210097903214,0.0368615977779568
172,"are",2000,3026,65504.43605,1638.73167,1.22808940396,0.510201905,5793419.236,1.558963866,0.816349384,1787.843858,0.421282223645,0.489798095,1907889.085,1.496618349,0.183650616,65.50443605,3.055582215,0.00217611423377191,"1.2.3",0.10025632119251,0.048822402286826
766,"bmu",1993,61,65430.69639,2525.493707,1.13200054567,0.707050862,100453.4183,1.454749607,0.927272727,239.6304291,0.08920901125,0.292949138,3279.958718,0.602739726,0.072727273,65.43069639,2.057489333,4.38674713351245e-05,"1.2.4",0.087210097903214,0.0368615977779568
4834,"nor",1993,4310,65127.1391,6297.289613,2.94970339121,0.647348591,25201296.01,1.982290309,0.856578204,1038.520756,0.3216860267,0.352651409,1497214.901,1.079877952,0.143421796,65.1271391,3.062168261,0.00309948854843257,"1.1",0.0393264544481856,0.0134583287851763
765,"bmu",1992,60,64947.694,1863.291152,0.702732493595,0.718422157,65922.08378,1.56347032,0.929824561,230.2525578,0.08930628594,0.281577843,3283.535219,0.612785388,0.070175439,64.947694,2.176255708,4.31483324607782e-05,"1.2.4",0.087210097903214,0.0368615977779568
1099,"che",1998,7114,64785.85552,2188.263299,1.029302684575,0.682218983,16169583.77,2.208217638,0.87609375,565.5011255,0.199061538835,0.317781017,1456623.265,1.028598827,0.12390625,64.78585552,3.236816465,0.0051159539520996,"1.2.4",0.087210097903214,0.0368615977779568
1091,"che",1990,6674,64743.7999,5663.280443,3.024730840285,0.69996196,46050822.65,2.281205742,0.885142765,1118.831709,0.427192245975,0.30003804,2787891.708,0.977836708,0.114857235,64.7437999,3.25904245,0.00479953284738722,"1.1",0.0393264544481856,0.0134583287851763
173,"are",2001,3132,64158.10999,2034.506181,1.58199159356,0.489451298,7506225.045,1.514940779,0.784609282,3534.698804,0.83496683578,0.510548702,4132513.942,1.580241082,0.215390718,64.15810999,3.095181861,0.00225234295445262,"1.3.2",0.0175461770982135,0.0950073877037565
174,"are",2002,3224,63843.9522,2819.526925,1.94402417933,0.533079981,10735966.74,1.712949115,0.81379069,2750.716753,0.700259676995,0.466920019,3387261.575,1.500356912,0.18620931,63.8439522,3.213306027,0.00231850373089248,"1.3.2",0.0175461770982135,0.0950073877037565
169,"are",1997,2609,63818.66662,1687.189999,0.88088392995,0.541209556,3659843.458,1.592464441,0.819372953,1618.939539,0.41365489274,0.458790444,1456903.865,1.349953008,0.180627047,63.81866662,2.942417449,0.0018762333231695,"1.2.3",0.10025632119251,0.048822402286826
4833,"nor",1992,4286,63679.93385,6831.191193,2.82461039484,0.643183665,23518712.17,1.942686926,0.854377348,937.4251626,0.28806341587,0.356816335,1330616.217,1.07773637,0.145622652,63.67993385,3.020423296,0.00308222921544825,"1.1",0.0393264544481856,0.0134583287851763
1092,"che",1991,6740,63522.6819,3685.496651,1.066381844675,0.69435803,15774300.05,2.194711597,0.886777387,475.2592692,0.172692836535,0.30564197,1124452.738,0.96606642,0.113222613,63.5226819,3.160778017,0.00484699601309408,"1.2.4",0.087210097903214,0.0368615977779568
1098,"che",1997,7090,63117.99894,2186.163935,0.922503564855,0.686628252,14407685.95,2.202824739,0.876592357,538.7247918,0.190950167195,0.313371748,1361082.327,1.005351933,0.123407643,63.11799894,3.208176672,0.00509869461911529,"1.2.4",0.087210097903214,0.0368615977779568
1093,"che",1992,6814,62805.34727,3595.333201,0.89841308999,0.685582141,13572781.91,2.217127509,0.881669805,436.3856393,0.1539922225,0.314417859,1066938.279,1.016806655,0.118330195,62.80534727,3.233934164,0.00490021228979571,"1.2.4",0.087210097903214,0.0368615977779568
1095,"che",1994,6960,62190.17763,1866.102113,0.93719025345,0.692717831,14327815.95,2.196559597,0.883596215,508.9579545,0.18813176969,0.307282169,1275837.502,0.974370178,0.116403785,62.19017763,3.170929775,0.00500520656545027,"1.2.4",0.087210097903214,0.0368615977779568
1094,"che",1993,6890,62034.32258,1980.013247,0.868551927895,0.697705042,13314115.79,2.224832495,0.88538364,423.4857578,0.15467290808,0.302294958,1027282.367,0.963954113,0.11461636,62.03432258,3.188786608,0.00495486684424603,"1.2.4",0.087210097903214,0.0368615977779568
168,"are",1996,2471,62017.72169,2072.163701,1.117898795125,0.584455322,4633338.29,1.677331012,0.849694692,1043.649276,0.30155761844,0.415544678,888644.8618,1.19257358,0.150305308,62.01772169,2.869904592,0.00177699215850971,"1.2.5",0.105232431493916,0.0927172550699471
177,"are",2005,4149,62011.20463,1836.345753,1.237478538035,0.480966355,7257252.217,1.413484682,0.734678625,3245.728761,0.772461056995,0.519033645,4888683.815,1.525358479,0.265321375,62.01120463,2.938843161,0.00298370718966281,"1.3.1.1",0.0127621455812419,0.01
1096,"che",1995,7017,61981.62122,1698.397694,0.930731589035,0.695961861,14495698.26,2.219541193,0.884309133,508.2443633,0.185016298685,0.304038139,1258830.621,0.96962953,0.115690867,61.98162122,3.189170723,0.00504619748128801,"1.2.4",0.087210097903214,0.0368615977779568
1097,"che",1996,7060,61936.79197,2042.73717,0.894977109565,0.695606687,14216257.76,2.249928208,0.882132834,400.491782,0.146211132425,0.304393313,1016307.573,0.984555086,0.117867166,61.93679197,3.234483294,0.0050771204528849,"1.2.4",0.087210097903214,0.0368615977779568
4832,"nor",1991,4262,61828.52485,10066.23744,2.486569461645,0.631088112,19615899.29,1.850947847,0.852983988,1370.993551,0.40525432357,0.368911888,1868821.986,1.081998933,0.147016012,61.82852485,2.93294678,0.00306496988246394,"1.1",0.0393264544481856,0.0134583287851763
167,"are",1995,2346,61706.04501,1750.036081,1.0110272897,0.599791794,3957853.296,1.668663654,0.860167405,1152.964695,0.338468802985,0.400208206,884099.0598,1.113407841,0.139832595,61.70604501,2.782071495,0.00168709979921643,"1.2.5",0.105232431493916,0.0927172550699471
163,"are",1991,1908,61688.42086,2278.779518,0.670253948985,0.60679328,2135594.349,1.669940553,0.87052506,628.6564087,0.196900448295,0.39320672,406542.7831,1.082134344,0.12947494,61.68842086,2.752074897,0.00137211697225275,"1.2.4",0.087210097903214,0.0368615977779568
170,"are",1998,2753,61466.32085,1676.959889,1.014450592945,0.522632987,4418724.438,1.582194269,0.80826737,1852.160806,0.461002785815,0.477367013,1834109.056,1.445158208,0.19173263,61.46632085,3.027352477,0.00197978932107537,"1.2.5",0.105232431493916,0.0927172550699471
1684,"dnk",2007,5468,61101.13122,3806.49447,1.54053542208,0.656407226,19173757.1,2.276182221,0.857886309,677.9737374,0.220909475235,0.343592774,1439197.996,1.191455141,0.142113691,61.10113122,3.467637362,0.00393225136492558,"1.2.6.1",0.01,0.0249351078514156
171,"are",1999,2894,61035.63075,1680.317168,1.049286377635,0.524463918,4996328.012,1.645350323,0.824822959,1385.78679,0.347034652915,0.475536082,1498295.968,1.491853717,0.175177041,61.03563075,3.13720404,0.0020811879023582,"1.2.5",0.105232431493916,0.0927172550699471
1683,"dnk",2006,5441,60851.04483,4062.744569,1.787825769445,0.631740815,20656049.12,2.123456355,0.854883353,582.0489059,0.181270489105,0.368259185,1220854.261,1.237821412,0.145116647,60.85104483,3.361277767,0.00391283461531823,"1.2.6.1",0.01,0.0249351078514156
1685,"dnk",2008,5496,60478.58519,4188.67757,1.711372056955,0.620989305,19078375.69,2.028384279,0.849939247,943.8131893,0.28023419434,0.379010695,1906713.459,1.237991266,0.150060753,60.47858519,3.266375545,0.00395238725340728,"1.2.7.1",0.01,0.0141551457549041
164,"are",1992,2013,60426.70338,2187.944811,0.62483403847,0.586898029,2087305.182,1.659500915,0.866489362,690.8800895,0.207523744825,0.413101971,487959.3938,1.168078721,0.133510638,60.42670338,2.827579636,0.00144762655405911,"1.2.4",0.087210097903214,0.0368615977779568
4831,"nor",1990,4240,60289.59561,8574.374608,4.6979476602,0.65459357,39415137.32,1.978741277,0.862606232,2103.244043,0.67528551888,0.34540643,2989516.743,1.044113466,0.137393768,60.28959561,3.022854743,0.00304914882722832,"2.1",0.303790406930315,0.0567199328317556
166,"are",1994,2232,59932.20426,1702.007212,0.926859995345,0.608773566,3562722.854,1.722160848,0.867367367,1455.201806,0.45919035605,0.391226434,1134313.404,1.106741297,0.132632633,59.93220426,2.828902145,0.00160511796754095,"1.2.5",0.105232431493916,0.0927172550699471
1682,"dnk",2005,5418,58808.21054,4587.106406,1.81683703853,0.645842723,22255208.42,2.260875721,0.861768604,592.1693953,0.191293347495,0.354157277,1284946.24,1.23978418,0.138231396,58.80821054,3.500659901,0.00389629442120827,"1.2.6.1",0.01,0.0249351078514156
165,"are",1993,2121,58073.05054,1298.866713,0.78664171689,0.606475911,2835380.025,1.699392248,0.869676757,459.4254585,0.14300359747,0.393524089,334456.0306,1.102684828,0.130323243,58.07305054,2.802077076,0.00152529355248851,"1.4.1.1",0.0241385467866121,0.0183933286165084
1687,"dnk",2010,5551,58006.72859,4226.166445,1.80984092439,0.597789661,20016146.44,1.992364698,0.838870101,702.9329913,0.20216890465,0.402210339,1504385.9,1.340521145,0.161129899,58.00672859,3.332885843,0.00399193989149633,"1.2.6.1",0.01,0.0249351078514156
178,"are",2006,4876,57956.1693,2049.006342,1.406181807405,0.494962478,10029235.38,1.462724892,0.769602273,2683.558261,0.642291891745,0.505037522,4674230.85,1.492498904,0.230397727,57.9561693,2.955223796,0.00350652115131257,"1.3.1.1",0.0127621455812419,0.01
303,"aus",2010,22404,57903,2427.811961,0.77837847751,0.715538592,36109873.24,2.070663751,0.887610766,539.6052982,0.24216953862,0.284461408,4466269.77,0.823189597,0.112389234,57.903,2.893853348,0.0161115873408546,"1.2.4",0.087210097903214,0.0368615977779568
1681,"dnk",2004,5399,57667.66673,4765.032474,1.797016578215,0.638177063,20446356.16,2.107417152,0.852731092,700.2966127,0.216951955435,0.361822937,1399530.316,1.194828063,0.147268908,57.66766673,3.302245215,0.00388263078259569,"1.2.6.1",0.01,0.0249351078514156
302,"aus",2009,22037,57458.92685,2976.649154,0.951292950805,0.702822063,42024213.14,2.004623606,0.881282993,485.698346,0.203817451605,0.297177937,3807131.304,0.847625507,0.118717007,57.45892685,2.852249113,0.0158476633739695,"1.2.4",0.087210097903214,0.0368615977779568
301,"aus",2008,21645,57322.72964,2635.662874,0.77037133892,0.719065757,35298773.56,2.116907635,0.889007351,493.1023979,0.217983823575,0.280934243,3902292.658,0.827061835,0.110992649,57.32272964,2.94396947,0.0155657609352257,"1.2.4",0.087210097903214,0.0368615977779568
300,"aus",2007,21246,57297.57474,2215.377123,0.693965303825,0.731128991,31291637.05,2.122332133,0.894554284,279.000843,0.125490991275,0.268871009,2080908.81,0.780482773,0.105445716,57.29757474,2.902814906,0.0152788245243615,"1.4.1.1",0.0241385467866121,0.0183933286165084
1686,"dnk",2009,5524,57219.67578,4439.579653,1.80406529506,0.616199769,20359939.52,2.043010326,0.853793366,721.6469552,0.21384391364,0.383800231,1503158.669,1.272489659,0.146206634,57.21967578,3.315499985,0.00397252314188898,"1.2.6.1",0.01,0.0249351078514156
