"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"7661803" 1.30884 0.990566 -0.199948 0.177966 -0.310485 0.535789 0.108148 14.1302 3.55345 -202.7
"7661804" 1.33564 1.07575 -0.152288 0.193605 -0.297528 0.518977 0.114806 12.7614 4.31931 -198.347
"7661805" 1.33853 1.01405 -0.169125 0.178421 -0.33105 0.535335 0.114135 12.3087 3.71654 -200.436
"7661806" 1.32794 1.00892 -0.205162 0.23359 -0.250528 0.53327 0.106327 12.9783 3.47632 -205.565
"7661807" 1.32162 1.0318 -0.189311 0.172706 -0.265676 0.540127 0.129695 11.9914 3.73538 -200.943
"7661808" 1.32693 1.12374 -0.11674 0.203999 -0.339211 0.48546 0.116828 13.5437 4.85046 -201.422
"7661809" 1.36321 0.976635 -0.16922 0.161145 -0.247568 0.542508 0.118739 12.63 3.15074 -202.548
"7661810" 1.31093 1.03882 -0.169673 0.194699 -0.324807 0.537489 0.124124 11.8517 3.89392 -201.438
"7661811" 1.30884 0.990566 -0.199948 0.177966 -0.310485 0.535789 0.108148 14.1302 3.55345 -202.7
"7661812" 1.33564 1.07575 -0.152288 0.193605 -0.297528 0.518977 0.114806 12.7614 4.31931 -198.347
"7661813" 1.33265 1.00325 -0.169091 0.181384 -0.326102 0.542072 0.122036 12.3218 3.7177 -200.675
"7661814" 1.32381 1.01944 -0.199742 0.233554 -0.248986 0.538765 0.127665 12.9771 3.47958 -203.798
"7661815" 1.32162 1.0318 -0.189311 0.172706 -0.265676 0.540127 0.129695 11.9914 3.73538 -200.943
"7661816" 1.31796 1.12189 -0.124437 0.197793 -0.335421 0.475816 0.118927 13.5347 4.84744 -202.46
"7661817" 1.36321 0.976635 -0.16922 0.161145 -0.247568 0.542508 0.118739 12.63 3.15074 -202.548
"7661818" 1.31093 1.03882 -0.169673 0.194699 -0.324807 0.537489 0.124124 11.8517 3.89392 -201.438
"7661819" 1.3083 0.987438 -0.190724 0.180708 -0.303925 0.544701 0.105599 14.1267 3.54786 -202.027
"7661820" 1.33564 1.07575 -0.152288 0.193605 -0.297528 0.518977 0.114806 12.7614 4.31931 -198.347
"7661821" 1.33265 1.00325 -0.169091 0.181384 -0.326102 0.542072 0.122036 12.3218 3.7177 -200.675
"7661822" 1.32381 1.01944 -0.199742 0.233554 -0.248986 0.538765 0.127665 12.9771 3.47958 -203.798
"7661823" 1.32162 1.0318 -0.189311 0.172706 -0.265676 0.540127 0.129695 11.9914 3.73538 -200.943
"7661824" 1.31687 1.11572 -0.118031 0.187193 -0.34347 0.474363 0.111564 13.5383 4.8528 -202.001
"7661825" 1.36321 0.976635 -0.16922 0.161145 -0.247568 0.542508 0.118739 12.63 3.15074 -202.548
"7661826" 1.31093 1.03882 -0.169673 0.194699 -0.324807 0.537489 0.124124 11.8517 3.89392 -201.438
"7661827" 1.3083 0.987438 -0.190724 0.180708 -0.303925 0.544701 0.105599 14.1267 3.54786 -202.027
"7661828" 1.33564 1.07575 -0.152288 0.193605 -0.297528 0.518977 0.114806 12.7614 4.31931 -198.347
"7661829" 1.33817 1.00192 -0.165113 0.172625 -0.330698 0.532794 0.120598 12.3243 3.712 -202.389
"7661830" 1.33009 1.02567 -0.191588 0.234403 -0.245511 0.545576 0.1242 12.9809 3.48298 -205.778
"7661831" 1.32162 1.0318 -0.189311 0.172706 -0.265676 0.540127 0.129695 11.9914 3.73538 -200.943
"7661832" 1.31687 1.11572 -0.118031 0.187193 -0.34347 0.474363 0.111564 13.5383 4.8528 -202.001
"7661833" 1.36778 0.968811 -0.163783 0.169303 -0.256823 0.546157 0.108979 12.6361 3.14858 -203.374
"7661834" 1.31093 1.03882 -0.169673 0.194699 -0.324807 0.537489 0.124124 11.8517 3.89392 -201.438
"7661835" 1.31674 0.985966 -0.202447 0.193391 -0.297809 0.54913 0.113995 14.126 3.53499 -201.608
"7661836" 1.33564 1.07575 -0.152288 0.193605 -0.297528 0.518977 0.114806 12.7614 4.31931 -198.347
"7661837" 1.33378 0.998511 -0.170426 0.17508 -0.314436 0.531441 0.117968 12.312 3.72325 -202.544
"7661838" 1.31905 1.03272 -0.203935 0.227844 -0.240978 0.538179 0.130997 12.9728 3.4879 -206.29
"7661839" 1.32162 1.0318 -0.189311 0.172706 -0.265676 0.540127 0.129695 11.9914 3.73538 -200.943
"7661840" 1.31687 1.11572 -0.118031 0.187193 -0.34347 0.474363 0.111564 13.5383 4.8528 -202.001
"7661841" 1.37874 0.963226 -0.170922 0.16775 -0.252881 0.554294 0.107108 12.6479 3.14858 -204.158
"7661842" 1.31093 1.03882 -0.169673 0.194699 -0.324807 0.537489 0.124124 11.8517 3.89392 -201.438
"7661843" 1.31674 0.985966 -0.202447 0.193391 -0.297809 0.54913 0.113995 14.126 3.53499 -201.608
"7661844" 1.33564 1.07575 -0.152288 0.193605 -0.297528 0.518977 0.114806 12.7614 4.31931 -198.347
"7661845" 1.34369 1.00803 -0.163846 0.174305 -0.326022 0.527958 0.123411 12.3198 3.73374 -202.746
"7661846" 1.32076 1.02407 -0.199216 0.224924 -0.234924 0.537212 0.123076 12.9688 3.48037 -203.857
"7661847" 1.33008 1.01847 -0.195862 0.17859 -0.274629 0.540273 0.128849 11.9897 3.72439 -200.317
"7661848" 1.32195 1.1111 -0.12471 0.185285 -0.337186 0.479902 0.106731 13.5331 4.85807 -199.738
"7661849" 1.37874 0.963226 -0.170922 0.16775 -0.252881 0.554294 0.107108 12.6479 3.14858 -204.158
"7661850" 1.31093 1.03882 -0.169673 0.194699 -0.324807 0.537489 0.124124 11.8517 3.89392 -201.438
"7661851" 1.31674 0.985966 -0.202447 0.193391 -0.297809 0.54913 0.113995 14.126 3.53499 -201.608
"7661852" 1.33564 1.07575 -0.152288 0.193605 -0.297528 0.518977 0.114806 12.7614 4.31931 -198.347
"7661853" 1.33653 1.00577 -0.1555 0.193595 -0.317405 0.536698 0.126015 12.3243 3.74015 -201.958
"7661854" 1.32076 1.02407 -0.199216 0.224924 -0.234924 0.537212 0.123076 12.9688 3.48037 -203.857
"7661855" 1.33008 1.01847 -0.195862 0.17859 -0.274629 0.540273 0.128849 11.9897 3.72439 -200.317
"7661856" 1.32195 1.1111 -0.12471 0.185285 -0.337186 0.479902 0.106731 13.5331 4.85807 -199.738
"7661857" 1.37611 0.950179 -0.161986 0.160852 -0.23916 0.562261 0.115752 12.6587 3.14406 -204.047
"7661858" 1.31093 1.03882 -0.169673 0.194699 -0.324807 0.537489 0.124124 11.8517 3.89392 -201.438
"7661859" 1.31674 0.985966 -0.202447 0.193391 -0.297809 0.54913 0.113995 14.126 3.53499 -201.608
"7661860" 1.33564 1.07575 -0.152288 0.193605 -0.297528 0.518977 0.114806 12.7614 4.31931 -198.347
"7661861" 1.34057 0.997506 -0.157186 0.210611 -0.302694 0.549768 0.117749 12.338 3.73834 -203.059
"7661862" 1.31767 1.01689 -0.205241 0.226316 -0.229794 0.529916 0.13001 12.971 3.49215 -203.659
"7661863" 1.32633 1.02835 -0.184512 0.18122 -0.283338 0.529689 0.125689 11.9897 3.72244 -199.286
"7661864" 1.31926 1.10709 -0.12443 0.169522 -0.331383 0.475333 0.11402 13.5277 4.86836 -202.044
"7661865" 1.37611 0.950179 -0.161986 0.160852 -0.23916 0.562261 0.115752 12.6587 3.14406 -204.047
"7661866" 1.30911 1.03133 -0.166783 0.200876 -0.329321 0.529484 0.134753 11.8352 3.88501 -202.67
"7661867" 1.31893 0.988177 -0.20845 0.193578 -0.291517 0.545505 0.101455 14.1242 3.53003 -201.99
"7661868" 1.33564 1.07575 -0.152288 0.193605 -0.297528 0.518977 0.114806 12.7614 4.31931 -198.347
"7661869" 1.34057 0.997506 -0.157186 0.210611 -0.302694 0.549768 0.117749 12.338 3.73834 -203.059
"7661870" 1.33034 1.02142 -0.206121 0.226043 -0.236652 0.526471 0.125412 12.9706 3.48923 -202.639
"7661871" 1.32633 1.02835 -0.184512 0.18122 -0.283338 0.529689 0.125689 11.9897 3.72244 -199.286
"7661872" 1.31926 1.10709 -0.12443 0.169522 -0.331383 0.475333 0.11402 13.5277 4.86836 -202.044
"7661873" 1.37123 0.952054 -0.161888 0.17147 -0.244258 0.542632 0.124034 12.6588 3.13786 -206.673
"7661874" 1.31114 1.0349 -0.16458 0.208474 -0.332164 0.533981 0.130112 11.8467 3.87341 -202.126
"7661875" 1.31893 0.988177 -0.20845 0.193578 -0.291517 0.545505 0.101455 14.1242 3.53003 -201.99
"7661876" 1.32728 1.08011 -0.143727 0.204386 -0.301982 0.520215 0.120313 12.7581 4.32066 -198.964
"7661877" 1.34057 0.997506 -0.157186 0.210611 -0.302694 0.549768 0.117749 12.338 3.73834 -203.059
"7661878" 1.33034 1.02142 -0.206121 0.226043 -0.236652 0.526471 0.125412 12.9706 3.48923 -202.639
"7661879" 1.32648 1.02469 -0.188615 0.183168 -0.285376 0.529344 0.128065 11.9914 3.71974 -199.602
"7661880" 1.31926 1.10709 -0.12443 0.169522 -0.331383 0.475333 0.11402 13.5277 4.86836 -202.044
"7661881" 1.35925 0.953359 -0.152186 0.173859 -0.245643 0.564342 0.131452 12.6705 3.14163 -207.423
"7661882" 1.32105 1.0355 -0.17194 0.201159 -0.346487 0.555191 0.129072 11.8416 3.8573 -201.97
"7661883" 1.31893 0.988177 -0.20845 0.193578 -0.291517 0.545505 0.101455 14.1242 3.53003 -201.99
"7661884" 1.33342 1.0885 -0.151627 0.207915 -0.299986 0.523738 0.125737 12.7724 4.32245 -200.762
"7661885" 1.32556 1.00215 -0.156218 0.208477 -0.304082 0.549306 0.13287 12.3309 3.7468 -203.673
"7661886" 1.33034 1.02142 -0.206121 0.226043 -0.236652 0.526471 0.125412 12.9706 3.48923 -202.639
"7661887" 1.32648 1.02469 -0.188615 0.183168 -0.285376 0.529344 0.128065 11.9914 3.71974 -199.602
"7661888" 1.32427 1.11133 -0.123628 0.182339 -0.340646 0.474657 0.111023 13.5281 4.86933 -201.499
"7661889" 1.35925 0.953359 -0.152186 0.173859 -0.245643 0.564342 0.131452 12.6705 3.14163 -207.423
"7661890" 1.33601 1.02972 -0.181755 0.203657 -0.35085 0.551542 0.14349 11.8353 3.8654 -204.276
"7661891" 1.31893 0.988177 -0.20845 0.193578 -0.291517 0.545505 0.101455 14.1242 3.53003 -201.99
"7661892" 1.33226 1.08324 -0.150737 0.221496 -0.290844 0.522616 0.122334 12.7704 4.32988 -200.173
"7661893" 1.32556 1.00215 -0.156218 0.208477 -0.304082 0.549306 0.13287 12.3309 3.7468 -203.673
"7661894" 1.33034 1.02142 -0.206121 0.226043 -0.236652 0.526471 0.125412 12.9706 3.48923 -202.639
"7661895" 1.33101 1.031 -0.19704 0.183792 -0.295676 0.521151 0.134842 11.9916 3.73229 -201.698
"7661896" 1.32427 1.11133 -0.123628 0.182339 -0.340646 0.474657 0.111023 13.5281 4.86933 -201.499
"7661897" 1.35925 0.953359 -0.152186 0.173859 -0.245643 0.564342 0.131452 12.6705 3.14163 -207.423
"7661898" 1.33601 1.02972 -0.181755 0.203657 -0.35085 0.551542 0.14349 11.8353 3.8654 -204.276
"7661899" 1.31893 0.988177 -0.20845 0.193578 -0.291517 0.545505 0.101455 14.1242 3.53003 -201.99
"7661900" 1.33226 1.08324 -0.150737 0.221496 -0.290844 0.522616 0.122334 12.7704 4.32988 -200.173
"7661901" 1.32572 1.01083 -0.159356 0.2033 -0.29544 0.557185 0.131 12.3311 3.75155 -202.49
"7661902" 1.33034 1.02142 -0.206121 0.226043 -0.236652 0.526471 0.125412 12.9706 3.48923 -202.639
"7661903" 1.33101 1.031 -0.19704 0.183792 -0.295676 0.521151 0.134842 11.9916 3.73229 -201.698
"7661904" 1.32459 1.09995 -0.125881 0.173597 -0.33998 0.482004 0.113846 13.5214 4.87506 -201.749
"7661905" 1.356 0.945991 -0.157692 0.164932 -0.25072 0.57049 0.126771 12.6683 3.14966 -205.074
"7661906" 1.33632 1.03075 -0.167265 0.200302 -0.342185 0.546266 0.139987 11.8347 3.87505 -202.7
"7661907" 1.30953 1.00117 -0.208586 0.183074 -0.299159 0.540226 0.106152 14.1353 3.53411 -200.576
"7661908" 1.33226 1.08324 -0.150737 0.221496 -0.290844 0.522616 0.122334 12.7704 4.32988 -200.173
"7661909" 1.33643 1.01062 -0.158065 0.206801 -0.293688 0.548262 0.130922 12.3321 3.75639 -202.226
"7661910" 1.33725 1.02298 -0.206362 0.220973 -0.236357 0.527753 0.12601 12.977 3.48565 -202.83
"7661911" 1.33101 1.031 -0.19704 0.183792 -0.295676 0.521151 0.134842 11.9916 3.73229 -201.698
"7661912" 1.32459 1.09995 -0.125881 0.173597 -0.33998 0.482004 0.113846 13.5214 4.87506 -201.749
"7661913" 1.35523 0.951439 -0.174445 0.164914 -0.24179 0.571465 0.122372 12.666 3.15897 -202.88
"7661914" 1.34295 1.0383 -0.174491 0.201428 -0.338451 0.5489 0.138313 11.8476 3.86962 -202.967
"7661915" 1.30953 1.00117 -0.208586 0.183074 -0.299159 0.540226 0.106152 14.1353 3.53411 -200.576
"7661916" 1.32908 1.08396 -0.153657 0.21507 -0.292703 0.517923 0.109558 12.7751 4.32704 -199.59
"7661917" 1.33643 1.01062 -0.158065 0.206801 -0.293688 0.548262 0.130922 12.3321 3.75639 -202.226
"7661918" 1.33725 1.02298 -0.206362 0.220973 -0.236357 0.527753 0.12601 12.977 3.48565 -202.83
"7661919" 1.33101 1.031 -0.19704 0.183792 -0.295676 0.521151 0.134842 11.9916 3.73229 -201.698
"7661920" 1.32406 1.11131 -0.125271 0.181673 -0.335189 0.46946 0.106447 13.5185 4.86967 -201.934
"7661921" 1.35523 0.951439 -0.174445 0.164914 -0.24179 0.571465 0.122372 12.666 3.15897 -202.88
"7661922" 1.34295 1.0383 -0.174491 0.201428 -0.338451 0.5489 0.138313 11.8476 3.86962 -202.967
"7661923" 1.30953 1.00117 -0.208586 0.183074 -0.299159 0.540226 0.106152 14.1353 3.53411 -200.576
"7661924" 1.32908 1.08396 -0.153657 0.21507 -0.292703 0.517923 0.109558 12.7751 4.32704 -199.59
"7661925" 1.33643 1.01062 -0.158065 0.206801 -0.293688 0.548262 0.130922 12.3321 3.75639 -202.226
"7661926" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7661927" 1.33078 1.03598 -0.186789 0.170526 -0.298252 0.520292 0.135532 12.011 3.73047 -202.473
"7661928" 1.32406 1.11131 -0.125271 0.181673 -0.335189 0.46946 0.106447 13.5185 4.86967 -201.934
"7661929" 1.35421 0.945235 -0.185144 0.165129 -0.221065 0.561118 0.118013 12.6773 3.16101 -202.212
"7661930" 1.34295 1.0383 -0.174491 0.201428 -0.338451 0.5489 0.138313 11.8476 3.86962 -202.967
"7661931" 1.30953 1.00117 -0.208586 0.183074 -0.299159 0.540226 0.106152 14.1353 3.53411 -200.576
"7661932" 1.3231 1.08335 -0.151053 0.208705 -0.289694 0.518287 0.121878 12.786 4.32666 -198.921
"7661933" 1.33643 1.01062 -0.158065 0.206801 -0.293688 0.548262 0.130922 12.3321 3.75639 -202.226
"7661934" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7661935" 1.33078 1.03598 -0.186789 0.170526 -0.298252 0.520292 0.135532 12.011 3.73047 -202.473
"7661936" 1.32615 1.11983 -0.126589 0.175692 -0.332178 0.468318 0.107935 13.5109 4.87262 -202.012
"7661937" 1.35421 0.945235 -0.185144 0.165129 -0.221065 0.561118 0.118013 12.6773 3.16101 -202.212
"7661938" 1.34295 1.0383 -0.174491 0.201428 -0.338451 0.5489 0.138313 11.8476 3.86962 -202.967
"7661939" 1.31987 0.998628 -0.205913 0.182048 -0.297593 0.539655 0.106797 14.1265 3.53002 -200.231
"7661940" 1.3385 1.09093 -0.151342 0.205687 -0.30173 0.526945 0.113938 12.774 4.32608 -199.996
"7661941" 1.33643 1.01062 -0.158065 0.206801 -0.293688 0.548262 0.130922 12.3321 3.75639 -202.226
"7661942" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7661943" 1.33997 1.03507 -0.199481 0.167821 -0.295948 0.524703 0.124777 12.0072 3.72984 -201.458
"7661944" 1.32615 1.11983 -0.126589 0.175692 -0.332178 0.468318 0.107935 13.5109 4.87262 -202.012
"7661945" 1.35081 0.961328 -0.182861 0.157969 -0.238756 0.557353 0.122602 12.6784 3.16865 -201.829
"7661946" 1.34424 1.04707 -0.170805 0.193239 -0.347928 0.542215 0.128446 11.8478 3.87396 -201.329
"7661947" 1.31987 0.998628 -0.205913 0.182048 -0.297593 0.539655 0.106797 14.1265 3.53002 -200.231
"7661948" 1.3385 1.09093 -0.151342 0.205687 -0.30173 0.526945 0.113938 12.774 4.32608 -199.996
"7661949" 1.33643 1.01062 -0.158065 0.206801 -0.293688 0.548262 0.130922 12.3321 3.75639 -202.226
"7661950" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7661951" 1.3407 1.0302 -0.196368 0.16796 -0.292733 0.51872 0.12242 12.0042 3.72366 -201.499
"7661952" 1.30697 1.12896 -0.13188 0.190553 -0.338189 0.466531 0.105905 13.5153 4.87693 -202.753
"7661953" 1.3579 0.976303 -0.207712 0.216237 -0.296016 0.572938 0.130748 11.4211 3.31099 -202.811
"7661954" 1.34424 1.04707 -0.170805 0.193239 -0.347928 0.542215 0.128446 11.8478 3.87396 -201.329
"7661955" 1.31987 0.998628 -0.205913 0.182048 -0.297593 0.539655 0.106797 14.1265 3.53002 -200.231
"7661956" 1.3385 1.09093 -0.151342 0.205687 -0.30173 0.526945 0.113938 12.774 4.32608 -199.996
"7661957" 1.33643 1.01062 -0.158065 0.206801 -0.293688 0.548262 0.130922 12.3321 3.75639 -202.226
"7661958" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7661959" 1.3407 1.0302 -0.196368 0.16796 -0.292733 0.51872 0.12242 12.0042 3.72366 -201.499
"7661960" 1.30697 1.12896 -0.13188 0.190553 -0.338189 0.466531 0.105905 13.5153 4.87693 -202.753
"7661961" 1.3579 0.976303 -0.207712 0.216237 -0.296016 0.572938 0.130748 11.4211 3.31099 -202.811
"7661962" 1.3508 1.04903 -0.171612 0.201405 -0.342867 0.52852 0.115696 11.844 3.89391 -201.484
"7661963" 1.31987 0.998628 -0.205913 0.182048 -0.297593 0.539655 0.106797 14.1265 3.53002 -200.231
"7661964" 1.33194 1.06489 -0.16487 0.207531 -0.310226 0.519735 0.108971 12.7714 4.32592 -199.611
"7661965" 1.33679 1.01167 -0.154801 0.195385 -0.29182 0.547275 0.123465 12.3316 3.76039 -200.572
"7661966" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7661967" 1.34256 1.03361 -0.204572 0.166703 -0.289946 0.520038 0.125551 12.011 3.71221 -202.453
"7661968" 1.30697 1.12896 -0.13188 0.190553 -0.338189 0.466531 0.105905 13.5153 4.87693 -202.753
"7661969" 1.3579 0.976303 -0.207712 0.216237 -0.296016 0.572938 0.130748 11.4211 3.31099 -202.811
"7661970" 1.3508 1.04903 -0.171612 0.201405 -0.342867 0.52852 0.115696 11.844 3.89391 -201.484
"7661971" 1.31987 0.998628 -0.205913 0.182048 -0.297593 0.539655 0.106797 14.1265 3.53002 -200.231
"7661972" 1.32685 1.0634 -0.154278 0.210204 -0.29874 0.508671 0.114312 12.7761 4.32574 -200.567
"7661973" 1.32961 1.0233 -0.154595 0.181196 -0.282609 0.532664 0.12229 12.3265 3.74828 -199.162
"7661974" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7661975" 1.34256 1.03361 -0.204572 0.166703 -0.289946 0.520038 0.125551 12.011 3.71221 -202.453
"7661976" 1.31858 1.13148 -0.123944 0.197425 -0.337273 0.471628 0.102471 13.5342 4.87028 -202.456
"7661977" 1.3497 0.978803 -0.194426 0.233271 -0.293254 0.560818 0.134824 11.42 3.29753 -202.612
"7661978" 1.35531 1.04093 -0.179032 0.203138 -0.344836 0.524274 0.117177 11.8458 3.88442 -202.314
"7661979" 1.31437 1.01184 -0.193966 0.197245 -0.310687 0.536514 0.109971 14.1293 3.51462 -200.68
"7661980" 1.32735 1.06379 -0.166631 0.208105 -0.299385 0.508965 0.108004 12.7816 4.31234 -200.7
"7661981" 1.32204 1.01145 -0.146426 0.176751 -0.289956 0.529032 0.122719 12.3154 3.74073 -201.319
"7661982" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7661983" 1.34523 1.01746 -0.213355 0.176955 -0.287648 0.529756 0.118963 11.9891 3.71196 -202.623
"7661984" 1.31858 1.13148 -0.123944 0.197425 -0.337273 0.471628 0.102471 13.5342 4.87028 -202.456
"7661985" 1.3497 0.978803 -0.194426 0.233271 -0.293254 0.560818 0.134824 11.42 3.29753 -202.612
"7661986" 1.35531 1.04093 -0.179032 0.203138 -0.344836 0.524274 0.117177 11.8458 3.88442 -202.314
"7661987" 1.31437 1.01184 -0.193966 0.197245 -0.310687 0.536514 0.109971 14.1293 3.51462 -200.68
"7661988" 1.32735 1.06379 -0.166631 0.208105 -0.299385 0.508965 0.108004 12.7816 4.31234 -200.7
"7661989" 1.32204 1.01145 -0.146426 0.176751 -0.289956 0.529032 0.122719 12.3154 3.74073 -201.319
"7661990" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7661991" 1.34523 1.01746 -0.213355 0.176955 -0.287648 0.529756 0.118963 11.9891 3.71196 -202.623
"7661992" 1.31858 1.13148 -0.123944 0.197425 -0.337273 0.471628 0.102471 13.5342 4.87028 -202.456
"7661993" 1.3497 0.978803 -0.194426 0.233271 -0.293254 0.560818 0.134824 11.42 3.29753 -202.612
"7661994" 1.3559 1.03943 -0.186009 0.2004 -0.344471 0.526137 0.123096 11.8365 3.87555 -202.206
"7661995" 1.31437 1.01184 -0.193966 0.197245 -0.310687 0.536514 0.109971 14.1293 3.51462 -200.68
"7661996" 1.32735 1.06379 -0.166631 0.208105 -0.299385 0.508965 0.108004 12.7816 4.31234 -200.7
"7661997" 1.32776 1.00828 -0.137712 0.166893 -0.273954 0.526403 0.117282 12.3203 3.73718 -201.588
"7661998" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7661999" 1.34523 1.01746 -0.213355 0.176955 -0.287648 0.529756 0.118963 11.9891 3.71196 -202.623
"7662000" 1.31858 1.13148 -0.123944 0.197425 -0.337273 0.471628 0.102471 13.5342 4.87028 -202.456
"7662001" 1.34477 0.989576 -0.199794 0.218745 -0.300646 0.553371 0.129323 11.4185 3.30077 -202.195
"7662002" 1.3547 1.03089 -0.18162 0.20262 -0.353401 0.532811 0.125235 11.8342 3.87675 -202.063
"7662003" 1.31437 1.01184 -0.193966 0.197245 -0.310687 0.536514 0.109971 14.1293 3.51462 -200.68
"7662004" 1.32735 1.06379 -0.166631 0.208105 -0.299385 0.508965 0.108004 12.7816 4.31234 -200.7
"7662005" 1.3284 1.01051 -0.136103 0.17311 -0.290171 0.531406 0.117206 12.3012 3.7326 -201.335
"7662006" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7662007" 1.33794 1.00427 -0.200806 0.196699 -0.279698 0.53538 0.118287 11.9832 3.69742 -202.061
"7662008" 1.31858 1.13148 -0.123944 0.197425 -0.337273 0.471628 0.102471 13.5342 4.87028 -202.456
"7662009" 1.34756 0.986379 -0.209862 0.232628 -0.290346 0.540334 0.129922 11.4204 3.30596 -203.889
"7662010" 1.3547 1.03089 -0.18162 0.20262 -0.353401 0.532811 0.125235 11.8342 3.87675 -202.063
"7662011" 1.31437 1.01184 -0.193966 0.197245 -0.310687 0.536514 0.109971 14.1293 3.51462 -200.68
"7662012" 1.33908 1.06049 -0.179103 0.206611 -0.290669 0.503317 0.11112 12.7801 4.31188 -202.539
"7662013" 1.3284 1.01051 -0.136103 0.17311 -0.290171 0.531406 0.117206 12.3012 3.7326 -201.335
"7662014" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7662015" 1.3293 0.997848 -0.192227 0.207065 -0.279751 0.53138 0.120115 11.9804 3.71066 -204.235
"7662016" 1.31858 1.13148 -0.123944 0.197425 -0.337273 0.471628 0.102471 13.5342 4.87028 -202.456
"7662017" 1.34756 0.986379 -0.209862 0.232628 -0.290346 0.540334 0.129922 11.4204 3.30596 -203.889
"7662018" 1.3547 1.03089 -0.18162 0.20262 -0.353401 0.532811 0.125235 11.8342 3.87675 -202.063
"7662019" 1.31437 1.01184 -0.193966 0.197245 -0.310687 0.536514 0.109971 14.1293 3.51462 -200.68
"7662020" 1.33908 1.06049 -0.179103 0.206611 -0.290669 0.503317 0.11112 12.7801 4.31188 -202.539
"7662021" 1.3284 1.01051 -0.136103 0.17311 -0.290171 0.531406 0.117206 12.3012 3.7326 -201.335
"7662022" 1.33006 1.02072 -0.214496 0.224727 -0.218204 0.527883 0.122165 12.9662 3.4985 -202.804
"7662023" 1.3293 0.997848 -0.192227 0.207065 -0.279751 0.53138 0.120115 11.9804 3.71066 -204.235
"7662024" 1.31858 1.13148 -0.123944 0.197425 -0.337273 0.471628 0.102471 13.5342 4.87028 -202.456
"7662025" 1.34503 0.985402 -0.204748 0.227997 -0.298084 0.5468 0.124518 11.4141 3.29128 -204.244
"7662026" 1.3547 1.03089 -0.18162 0.20262 -0.353401 0.532811 0.125235 11.8342 3.87675 -202.063
"7662027" 1.31437 1.01184 -0.193966 0.197245 -0.310687 0.536514 0.109971 14.1293 3.51462 -200.68
"7662028" 1.33877 1.06693 -0.186766 0.204385 -0.303366 0.500976 0.11307 12.7841 4.30272 -201.861
"7662029" 1.3284 1.01051 -0.136103 0.17311 -0.290171 0.531406 0.117206 12.3012 3.7326 -201.335
"7662030" 1.34744 1.01678 -0.21163 0.224462 -0.222779 0.530078 0.125442 12.9631 3.49544 -203.891
"7662031" 1.3247 0.994009 -0.197067 0.208386 -0.28548 0.544143 0.125761 11.9777 3.70028 -203.208
"7662032" 1.31858 1.13148 -0.123944 0.197425 -0.337273 0.471628 0.102471 13.5342 4.87028 -202.456
"7662033" 1.34255 0.983358 -0.20644 0.22317 -0.302989 0.542877 0.124405 11.4154 3.29199 -204.794
"7662034" 1.3547 1.03089 -0.18162 0.20262 -0.353401 0.532811 0.125235 11.8342 3.87675 -202.063
"7662035" 1.31437 1.01184 -0.193966 0.197245 -0.310687 0.536514 0.109971 14.1293 3.51462 -200.68
"7662036" 1.33877 1.06693 -0.186766 0.204385 -0.303366 0.500976 0.11307 12.7841 4.30272 -201.861
"7662037" 1.32884 1.02427 -0.145398 0.160509 -0.293488 0.536793 0.113573 12.284 3.73605 -199.784
"7662038" 1.34744 1.01678 -0.21163 0.224462 -0.222779 0.530078 0.125442 12.9631 3.49544 -203.891
"7662039" 1.32868 1.00735 -0.203653 0.203186 -0.2982 0.542069 0.125488 11.9791 3.69125 -200.859
"7662040" 1.31858 1.13148 -0.123944 0.197425 -0.337273 0.471628 0.102471 13.5342 4.87028 -202.456
"7662041" 1.34726 0.989026 -0.201267 0.205719 -0.315955 0.549018 0.123333 11.4181 3.29859 -203.007
"7662042" 1.34852 1.03715 -0.184055 0.222226 -0.353437 0.533829 0.124734 11.8416 3.87367 -201.201
"7662043" 1.31437 1.01184 -0.193966 0.197245 -0.310687 0.536514 0.109971 14.1293 3.51462 -200.68
