countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rkna,rtfpna,rwtfpna,labsh,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_k
MNG,Mongolia,Tugrik,1982,2505.309326,2431.285156,1.781213,0.576281667,,2.196240664,1847.539673,3012.675049,2457.983643,2458.650879,6080.249023,0.379251122,0.465421349,5049.322266,2954.604492,5925.869629,25694.25391,1.071754217,1.213332534,0.371270567,0.037243575,17.38205316,0.295627773,0.328069896,0.327980906,Extrapolated,Extrapolated,Estimated,Regular,,,0.574308991,0.473892182,0.177135497,0.004634319,-0.005095688,-0.224875346,0.285291017,0.379512952,0.3291416,0.414681196,0.42823413,0.568520308
MNG,Mongolia,Tugrik,1983,2871.743408,2787.869629,1.826717,0.592163146,,2.229180336,2370.311035,3438.041016,2799.510742,2801.562012,6267.521973,0.40465951,0.491165787,5341.790039,3710.553711,6569.289063,27503.13672,1.069519162,1.268778443,0.371270567,0.038272418,15.43761739,0.274195403,0.316784978,0.316553026,Extrapolated,Extrapolated,Estimated,Regular,,,0.533327401,0.38111949,0.312740237,0.003093544,-0.00402858,-0.226252154,0.320804266,0.411331851,0.194711602,0.462950259,0.49962613,0.673513412
MNG,Mongolia,Tugrik,1984,3276.77417,3173.124756,1.874774,0.60698539,,2.26261425,2879.770996,3870.791748,3163.177734,3157.625488,6582.294922,0.418432087,0.499781162,5657.696289,4373.022461,7033.785645,29471.70117,1.068755627,1.281721115,0.371270567,0.037780523,14.65706441,0.249808162,0.308097303,0.30863902,Extrapolated,Benchmark,Estimated,Regular,,,0.51218605,0.313849956,0.399819225,0.009605471,-0.003395656,-0.232064992,0.328330436,0.477477618,0.149217664,0.447873443,0.506933153,0.687428951
MNG,Mongolia,Tugrik,1985,3283.425537,3179.881592,1.926002,0.622392893,,2.296549559,2965.664063,4027.492188,3208.085449,3202.177734,6985.816406,0.396579087,0.48126325,5979.007324,4514.725586,7341.085449,31412.25391,1.069088697,1.266224027,0.371270567,0.037659302,14.17568243,0.262606263,0.330841243,0.331451625,Extrapolated,Benchmark,Estimated,Regular,,,0.535498738,0.331595659,0.390640974,0.012282448,-0.004238707,-0.265779138,0.333868246,0.521420134,0.164918882,0.434296072,0.448348016,0.797039807
MNG,Mongolia,Tugrik,1986,3546.637939,3438.819092,1.98117,0.634958625,,2.333159208,3304.443604,4538.501465,3472.908691,3466.056152,7588.716309,0.402116328,0.507353425,6542.60791,5054.908691,8396.373047,33971.00391,1.098954916,1.360461712,0.371270567,0.036851633,12.66315947,0.280082107,0.341898918,0.342574894,Extrapolated,Benchmark,Estimated,Regular,,,0.570293307,0.356040865,0.383079469,0.010223203,-0.00349676,-0.316140085,0.341370393,0.50742624,0.188841778,0.483908951,0.502667785,0.735616565
MNG,Mongolia,Tugrik,1987,3861.731201,3747.966553,2.039204,0.650624752,,2.370352507,3683.309814,4767.572754,3782.507568,3777.202148,8069.402832,0.41117239,0.501427054,6774.343262,5498.513672,8447.129883,36162.35156,1.077822447,1.296447158,0.371270567,0.037754804,11.81726502,0.281785756,0.334563494,0.335033387,Extrapolated,Benchmark,Estimated,Regular,,,0.547374249,0.287054539,0.427768081,0.010786638,-0.007122718,-0.265860796,0.366866104,0.51385279,0.172916471,0.528765619,0.545148373,0.758074224
MNG,Mongolia,Tugrik,1988,4092.271484,3969.900879,2.096653,0.664221942,,2.408138752,3692.235107,4877.251953,3995.915527,3988.617432,8606.495117,0.405560374,0.484429508,7120.166016,5565.325684,8837.280273,38518.81641,1.07410717,1.286002398,0.371270567,0.037347954,11.52969857,0.303816766,0.34436512,0.344995171,Extrapolated,Benchmark,Estimated,Regular,,,0.537647426,0.29709965,0.388045579,0.010177034,-0.005489057,-0.227480605,0.37964826,0.470704179,0.198750262,0.556246936,0.596305847,0.724898458
MNG,Mongolia,Tugrik,1989,4085.548096,3960.612305,2.14885,0.678606331,,2.446527243,3706.260986,5004.125488,3957.15332,3947.324951,9220.448242,0.380782574,0.475547701,7417.813965,5659.632813,9334.943359,41500.44922,1.053102374,1.278415442,0.371270567,0.036308456,11.10824634,0.329574585,0.375994742,0.376930952,Extrapolated,Benchmark,Estimated,Regular,,,0.575389385,0.328796029,0.363540441,0.01194416,-0.005936168,-0.273733824,0.393551834,0.508554896,0.228315334,0.590295553,0.606308639,0.677728236
MNG,Mongolia,Tugrik,1990,5855.043457,5698.170898,2.192553,0.697367609,,2.485527515,6435.440918,6708.827637,5552.808594,5560.335938,9151.348633,0.523016334,0.622256398,7231.151855,8629.774414,7550.869629,40852.54297,1.020355105,1.027794957,0.371270567,0.03905727,10.69894075,0.205565393,0.271306217,0.270938933,Extrapolated,Benchmark,Estimated,Regular,,,0.534916699,0.049167339,0.622466743,0.008996275,-0.009358212,-0.206188887,0.333998479,1.818823906,0.095196446,0.581382334,0.616728187,2.323412657
MNG,Mongolia,Tugrik,1991,4265.911133,4167.652344,2.226469,0.722771168,,2.488288164,3993.244141,4932.16748,4026.176514,4049.332764,9349.22168,0.369656861,0.448429108,6562.501953,6044.14502,8618.643555,42969.01953,0.884857059,1.121006608,0.371270567,0.035215773,20.5729174,0.312547356,0.351615191,0.349604428,Extrapolated,Benchmark,Estimated,Regular,,,0.573993564,0.231871158,0.412155092,0.01028243,-0.017728081,-0.21057415,0.424590463,0.517770852,0.156508918,0.642770827,0.657792091,0.387911469
MNG,Mongolia,Tugrik,1992,4028.218506,3976.656006,2.251861,0.748010576,,2.491051912,3149.354004,3908.375244,3802.171143,3862.479736,9382.013672,0.335315615,0.337078154,5939.21582,5246.960938,7266.737305,44130.74609,0.777203798,0.917298973,0.371270567,0.037505455,55.53967943,0.310443312,0.344970316,0.339583933,Extrapolated,Benchmark,Estimated,Regular,,,0.582028151,0.196511358,0.233342856,0.039859984,-0.06712988,0.015387584,0.354356861,0.488230852,0.200909527,0.533653021,0.536008418,0.249920636
MNG,Mongolia,Tugrik,1993,3309.750977,3185.065918,2.271236,0.765400052,,2.49381876,2620.216064,3453.027588,3113.053955,3088.450439,9834.806641,0.257573158,0.283995152,5760.854004,4384.828125,6516.372559,45527.71094,0.732653379,0.799435139,0.371270567,0.037672214,196.9035613,0.417530268,0.4176521,0.420979291,Extrapolated,Benchmark,Estimated,Regular,,,0.607550442,0.269653559,0.240841344,0.138239995,-0.127062365,-0.129223019,0.44794712,0.418035507,0.34080023,0.541257381,0.522562027,0.503809094
MNG,Mongolia,Tugrik,1994,3567.294678,3375.98584,2.28837,0.759800017,,2.496588469,2797.245605,3553.962891,3327.612305,3248.862549,10159.71777,0.265848994,0.286421388,5893.359375,4665.362793,6743.59375,46634.98047,0.739977121,0.81679368,0.371270567,0.038316727,321.2887283,0.402601033,0.408070892,0.417962164,Extrapolated,Benchmark,Estimated,Regular,,,0.603506684,0.232917622,0.257485598,0.145250797,-0.0772724,-0.161888257,0.401793442,0.428290472,0.404493912,0.56775552,0.559505939,0.479676992
MNG,Mongolia,Tugrik,1995,4634.926758,4369.817871,2.306131,0.7676,,2.499361515,3966.553955,4455.520508,4310.686035,4173.605469,10334.02832,0.337438375,0.355601758,6265.349121,6689.357422,8000.410645,46516.66797,0.784636378,0.966498196,0.371270567,0.040263519,448.6126333,0.289504856,0.341840327,0.353067964,Extrapolated,Benchmark,Market,Regular,,,0.77783525,0.117156848,0.172555,0.128477633,-0.087968335,-0.108056344,0.303330979,0.766391893,0.227180075,0.618824542,0.604951501,0.817211866
MNG,Mongolia,Tugrik,1996,4299.896973,4196.337402,2.325369,0.769599974,,2.50190115,3550.863525,4230.416992,3984.187744,3973.158447,10492.99316,0.320441902,0.336933851,6412.767578,5885.341797,7921.58252,47487.09375,0.791567564,0.943235338,0.355175465,0.038678691,548.4033333,0.327873856,0.355505586,0.35649243,Benchmark,Benchmark,Market,Regular,0.264474463,,0.695618629,0.171036065,0.198094398,0.161251232,-0.183019295,-0.042981029,0.360771425,0.499889463,0.21235231,0.662216842,0.620113194,0.510053694
MNG,Mongolia,Tugrik,1997,4533.888184,4402.299316,2.345618,0.765100002,,2.504443407,3247.942627,4088.557129,4189.604004,4188.08252,11767.96777,0.329948574,0.318714023,6669.17334,5147.294922,7395.155762,48879.14453,0.808852434,0.865187466,0.313972771,0.038141984,789.9925,0.292754292,0.302229553,0.302339375,Interpolated,Benchmark,Market,Regular,,,0.571746111,0.20071587,0.20377408,0.176373273,-0.189688578,0.037079234,0.337860929,0.338839938,0.166194766,0.611148,0.588905811,0.338107109
MNG,Mongolia,Tugrik,1998,4345.52832,4430.234863,2.366895,0.792569995,,2.506988287,3715.473633,4587.626465,4000.740967,4237.77832,13466.02734,0.27347222,0.291241139,6904.755371,5453.646973,7676.603516,50156.95703,0.81306684,0.871992409,0.394019037,0.038204234,840.8283333,0.271612555,0.291918308,0.275590032,Interpolated,Benchmark,Market,Regular,,,0.579748213,0.205804318,0.297002167,0.141193241,-0.200180471,-0.023567393,0.340777322,0.378423159,0.136602949,0.576709807,0.576280355,0.35907197
MNG,Mongolia,Tugrik,1999,4564.149902,4688.508789,2.388862,0.813600004,,2.509535789,4018.828613,4890.400391,4229.905273,4516.007813,15380.77344,0.270366073,0.284852922,7126.791992,5701.41748,7752.351563,51059.9375,0.821416557,0.86192292,0.373198748,0.038557451,1021.8675,0.232641667,0.257191628,0.24089773,Interpolated,Benchmark,Market,Regular,,57.77777778,0.58706665,0.1929961,0.30284071,0.139491573,-0.206052184,-0.016342832,0.29465229,0.370391717,0.112432026,0.568612099,0.548383355,0.351720035
MNG,Mongolia,Tugrik,2000,5129.786621,5343.935547,2.411369,0.794099987,,2.512085915,4634.612793,5762.692871,4825.345215,5140.376953,17720.70313,0.27938208,0.299719751,7202.069824,6071.383301,8396.158203,52169.36719,0.826455653,0.929412425,0.391408414,0.038293112,1076.666667,0.2217931,0.235610023,0.221170515,Interpolated,Benchmark,Market,Regular,,,0.549141705,0.219454706,0.352467805,0.175602838,-0.233129382,-0.063537754,0.304816994,0.29237559,0.092442626,0.516126037,0.512779653,0.273436785
MNG,Mongolia,Tugrik,2001,5663.408203,5914.648438,2.434515,0.832300007,,2.519226313,5231.654785,6317.981934,5375.053711,5730.060059,20731.85938,0.292523175,0.307998568,7414.726074,6521.158691,8544.025391,52679.41406,0.829978168,0.922570825,0.362701863,0.039428324,1097.6975,0.223874375,0.235904232,0.221288785,Interpolated,Benchmark,Market,Regular,,,0.542598605,0.189583883,0.370420545,0.152006865,-0.22243382,-0.032176103,0.315019373,0.293838928,0.090363569,0.514890432,0.494379044,0.272597224
MNG,Mongolia,Tugrik,2002,6213.029785,6487.119629,2.458853,0.870799959,,2.526387215,5825.151855,7010.325684,5946.724609,6343.258789,24593.1543,0.291409582,0.305249929,7765.663574,7145.003906,9057.039063,53079.72266,0.850050986,0.956353009,0.367239386,0.039423734,1110.31,0.223548099,0.23484455,0.220163792,Interpolated,Benchmark,Market,Regular,,,0.562449932,0.186839923,0.355871737,0.14317964,-0.228729472,-0.019611768,0.307574106,0.290366829,0.090746255,0.529002428,0.484423667,0.263419092
MNG,Mongolia,Tugrik,2003,6888.268555,7051.299805,2.485177,0.926499963,,2.533568382,6088.369141,7772.600586,6664.356445,6955.994629,30418.77734,0.277350187,0.292822063,8309.62207,7081.779297,9474.945313,54045.69922,0.878009677,0.965740383,0.372247368,0.038797092,1146.5425,0.221060142,0.239377037,0.229340866,Interpolated,Benchmark,Market,Regular,,,0.524512291,0.242126614,0.350757092,0.149885714,-0.217037931,-0.050243806,0.310062913,0.305591199,0.087967889,0.59070009,0.530564427,0.270837635
MNG,Mongolia,Tugrik,2004,8191.34375,8312.326172,2.514462,0.950500071,,2.540769815,6789.661133,8827.248047,7988.697266,8250.27832,39793.59766,0.293405652,0.294637561,9192.552734,7554.037598,9983.96582,54993.48828,0.950839043,0.996184051,0.336423188,0.038538996,1185.2975,0.232700244,0.249356985,0.241450921,Interpolated,Benchmark,Market,Regular,,74.44444444,0.489957511,0.246971905,0.333003938,0.164646804,-0.212511078,-0.022069069,0.325563208,0.304860675,0.096068517,0.630168438,0.582421601,0.24816142
MNG,Mongolia,Tugrik,2005,9748.648438,9859.348633,2.547339,0.968299985,,2.547991991,7374.789551,10220.74609,9748.648438,9859.348633,56025.66016,0.287456959,0.274765283,9859.348633,7374.789551,10220.74609,56025.66016,1,1,0.393576384,0.038601954,1205.246667,0.230332404,0.258853465,0.255947113,Benchmark,Benchmark,Market,Regular,0.505210011,81.11111111,0.414670527,0.288655609,0.333329111,0.166785344,-0.201843664,-0.001596962,0.345571829,0.332760755,0.086971424,0.647280574,0.594236672,0.220909342
MNG,Mongolia,Tugrik,2006,11946.1377,11535.57617,2.584143,1.009899974,,2.564305067,8010.152832,11233.71289,11841.00098,11535.39063,61326.21094,0.33147651,0.300075859,10702.93945,8198.977539,11504.42285,58387.17578,1.038945675,1.077259302,0.334168851,0.037929025,1179.699167,0.251408309,0.288324922,0.295963585,Extrapolated,Benchmark,Market,Regular,,80.55555556,0.39615795,0.279449582,0.298240095,0.194600269,-0.20312041,0.034672558,0.361601925,0.38005817,0.105036064,0.687067091,0.634038687,0.236747921
MNG,Mongolia,Tugrik,2007,13262.19141,13259.35449,2.624509,1.024099946,,2.576767445,9304.472656,13027.75781,12978.00391,13144.28418,64800.95313,0.36157316,0.33914426,11799.77734,9630.958008,13547.75098,61325.30469,1.101943612,1.220445514,0.352842361,0.037824485,1170.400833,0.280733049,0.326321363,0.322193265,Extrapolated,Benchmark,Market,Regular,,80.55555556,0.406854391,0.28326267,0.301017761,0.191609144,-0.233333081,0.050589114,0.392806299,0.440246307,0.129255325,0.749058604,0.690262854,0.266512066
MNG,Mongolia,Tugrik,2008,13402.6123,14554.85352,2.667474,1.041700006,,2.58929038,10728.47754,15113.52148,13206.33008,14469.58789,68729.875,0.371092498,0.369333774,12850,11310.86328,15947.18652,64646.37109,1.152047396,1.37916708,0.421275526,0.038307641,1165.804167,0.371485591,0.425797075,0.388623148,Extrapolated,Extrapolated,Market,Regular,,81.66666667,0.451539993,0.303052455,0.289910108,0.172258079,-0.255504906,0.038744219,0.483977058,0.558675879,0.196278174,0.821770012,0.832611918,0.33039853
MNG,Mongolia,Tugrik,2009,12714.03418,13750.26563,2.711659,1.006286979,,2.601874352,10390.75879,13445.55273,12575.29102,13737.48926,68364.28125,0.349655271,0.331168503,12686.98438,10950.54199,13791.20215,66045.32031,1.139351606,1.194722652,0.481798321,0.04043898,1437.795,0.320049644,0.364512473,0.33367452,Extrapolated,Extrapolated,Market,Regular,,78.88888889,0.465557963,0.22236912,0.290821791,0.202028334,-0.241353557,0.060576357,0.418818027,0.515750978,0.161937671,0.559962928,0.648147821,0.314345479
MNG,Mongolia,Tugrik,2010,14776.59961,15559.73926,2.756001,1.033707976,,2.614519119,11693.81348,15795.65918,14600.26855,15534.10156,70110.46875,0.373593539,0.365254939,13494.53223,12214.94043,16501.04492,68725.65625,1.169134259,1.379061341,0.481798321,0.039766401,1357.064167,0.357343048,0.424685419,0.399155438,Extrapolated,Extrapolated,Market,Regular,,77.22222222,0.457972944,0.264054239,0.294810444,0.195500776,-0.269669205,0.057330824,0.473632733,0.616669557,0.17669296,0.753096342,0.752015769,0.365403652
MNG,Mongolia,Tugrik,2011,16526.45703,18688.48242,2.800114,1.084748745,,2.614519119,13607.17578,20065.95313,16291.33789,18553.54688,77832.39844,0.411875933,0.427406698,15823.94922,14304.94629,21906.68164,75486.83594,1.275906444,1.703908205,0.481798321,0.037896726,1265.515833,0.407760143,0.525868237,0.461749822,Extrapolated,Extrapolated,Market,Regular,,79.44444444,0.451564848,0.348115504,0.281835437,0.217936948,-0.34127897,0.041826256,0.526899577,0.774695185,0.216871538,0.905812562,0.948515117,0.419204503
MOZ,Mozambique,Metical,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Metical,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Metical,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Metical,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Metical,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Metical,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Metical,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Metical,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Metical,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Metical,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,Metical,1960,3017.860107,2958.250977,7.591898112,3.80743742,,1.120508432,3044.327148,3251.90332,2970.098633,2881.494629,5335.967773,0.231363446,0.26177454,2650.674316,3081.155518,3232.82373,7075.31543,0.534637153,0.578032613,0.407194704,,0.02875,0.508711457,0.505099237,0.520630658,Extrapolated,Extrapolated,Market,Outlier,,,1.010446548,0.072037704,0.046063248,0.02563099,-0.145716935,-0.008461506,0.491922144,0.452122514,0.877002717,0.391704112,0.377665281,0.730983734
MOZ,Mozambique,Metical,1961,3073.069824,3007.705811,7.749799043,3.877676487,,1.124956965,3104.954834,3306.461426,3031.186035,2947.262939,5188.353516,0.235762656,0.266025275,2697.20459,3133.354004,3284.472412,6989.720215,0.543021321,0.586186945,0.407194704,0.036596403,0.02875,0.514621198,0.511863172,0.526438355,Extrapolated,Extrapolated,Market,Outlier,,,1.004084945,0.068370789,0.049419533,0.026401637,-0.14037022,-0.007906765,0.49782034,0.469365305,0.85597435,0.424896896,0.390850574,0.748469412
MOZ,Mozambique,Metical,1962,3331.042969,3257.129883,7.913684302,3.95015645,,1.129423261,3381.007813,3572.345459,3290.47998,3215.146484,5068.364746,0.250651538,0.279187083,2925.904785,3405.043945,3547.057129,6909.103027,0.587724984,0.631611049,0.407194704,0.035442963,0.02875,0.529943705,0.527626276,0.539988995,Extrapolated,Extrapolated,Market,Outlier,,,1.001202226,0.059511367,0.05038524,0.022611281,-0.125434294,-0.008275839,0.512744491,0.486676285,0.871708039,0.419116795,0.408691198,0.77265048
MOZ,Mozambique,Metical,1963,3438.479736,3350.171143,8.084441887,4.025363922,,1.133907199,3512.983643,3713.645508,3385.869873,3298.968994,4974.764648,0.25315389,0.286243021,2985.860107,3552.595215,3701.096924,6845.561523,0.597483873,0.656530201,0.407194704,0.034364734,0.02875,0.536591709,0.533852696,0.54791528,Extrapolated,Extrapolated,Market,Outlier,,,1.012331009,0.060825665,0.052542254,0.026006052,-0.143658891,-0.00804604,0.51872979,0.485899916,0.88073756,0.423154056,0.415136606,0.781300902
MOZ,Mozambique,Metical,1964,3581.964355,3484.219727,8.25740016,4.104085922,,1.138409019,3631.593018,3843.043213,3512.926025,3421.383545,4912.111816,0.256201982,0.289699286,3108.497559,3683.900391,3840.627197,6798.606445,0.618662119,0.677598834,0.407194704,0.033474959,0.02875,0.546585441,0.54378289,0.558332324,Extrapolated,Extrapolated,Market,Outlier,,,1.010224462,0.061802566,0.051215421,0.024015427,-0.138883874,-0.00837403,0.528838886,0.495649077,0.896636961,0.463531196,0.424268961,0.802991331
MOZ,Mozambique,Metical,1965,3644.926514,3541.527832,8.434394045,4.186685085,,1.1429286,3683.510986,3920.266113,3572.932617,3488.746826,4921.176758,0.255046189,0.286233515,3154.116211,3741.595703,3923.133545,6781.744141,0.622580469,0.686465025,0.407194704,0.032629237,0.02875,0.557320714,0.554495454,0.567875803,Extrapolated,Extrapolated,Market,Outlier,,,1.001772165,0.067862526,0.054054216,0.023068441,-0.140252575,-0.006504792,0.538615573,0.510539296,0.903978224,0.483311057,0.446764827,0.814801931
MOZ,Mozambique,Metical,1966,3756.770264,3625.126221,8.622290788,4.272655964,,1.14312315,3795.830078,4081.364746,3681.45874,3578.171631,4955.616699,0.251463383,0.285726696,3196.103516,3859.539307,4085.801514,6812.40918,0.623953879,0.707092881,0.407194704,0.031835455,0.02875,0.577529073,0.573987961,0.590556622,Extrapolated,Extrapolated,Market,Outlier,,,1.003778458,0.079799011,0.05705104,0.02372794,-0.15962404,-0.004732421,0.558285744,0.526913342,0.916103994,0.475314826,0.455031127,0.835489035
MOZ,Mozambique,Metical,1967,4125.067383,3993.666748,8.819934163,4.361522675,,1.14331758,4144.521484,4416.404785,4043.30957,3956.02124,4971.437012,0.273439318,0.305037469,3560.79248,4208.553223,4420.750488,6834.524902,0.687976182,0.757164538,0.407194704,0.031460688,0.02875,0.596078336,0.592622221,0.605698228,Extrapolated,Extrapolated,Market,Outlier,,,0.990894437,0.068726495,0.056754529,0.024228983,-0.134442955,-0.006161485,0.577644101,0.539938056,0.917926768,0.45737949,0.470389158,0.851034045
MOZ,Mozambique,Metical,1968,4404.652344,4226.372559,9.025897685,4.45284605,,1.14351213,4432.480957,4753.608887,4315.922852,4195.205078,5043.895996,0.278724849,0.314089268,3721.569824,4500.941895,4756.95166,6903.239746,0.708733141,0.803068936,0.407194704,0.030858893,0.02875,0.624356031,0.619666338,0.637497485,Extrapolated,Extrapolated,Market,Outlier,,,0.998385072,0.076546401,0.058173686,0.027619781,-0.154838637,-0.005886365,0.605759068,0.554935508,0.943519651,0.47836116,0.478623688,0.865670741
MOZ,Mozambique,Metical,1969,4702.873535,4505.14502,9.238418568,4.546049118,,1.143706679,4646.000977,5028.623047,4583.803711,4460.813477,5177.285156,0.287027627,0.321228117,3980.111328,4758.399902,5065.668457,7023.231934,0.743912458,0.839326382,0.407194704,0.03043993,0.02875,0.640067339,0.633847594,0.651323497,Extrapolated,Extrapolated,Market,Outlier,,,0.977763414,0.085774094,0.063750893,0.02400014,-0.14902997,-0.002258555,0.619235174,0.558324064,0.95957537,0.477611482,0.491157353,0.86822021
MOZ,Mozambique,Metical,1970,4696.09375,4465.997559,9.453385,4.640470982,,1.143901229,4646.944824,5117.47998,4558.874512,4412.553711,5284.646484,0.279812574,0.324175924,3835.729248,4792.786133,5174.732422,7215.186523,0.699627638,0.836709023,0.407194704,0.029856684,0.02875,0.676957071,0.668303251,0.690464258,Extrapolated,Extrapolated,Market,Outlier,,,0.98305583,0.106635563,0.070063382,0.03787078,-0.198198333,0.000572843,0.654083865,0.582838884,0.997890296,0.475716233,0.519756556,0.919129014
MOZ,Mozambique,Metical,1971,5050.774414,4800.641113,9.665565,4.718263149,,1.142230272,4966.273926,5475.715332,4878.069336,4727.769043,5521.764648,0.295684546,0.340867966,4122.79541,5151.719238,5562.268066,7431.93457,0.734360337,0.878287911,0.407194704,0.029754624,0.028312083,0.705193281,0.69533968,0.717445254,Extrapolated,Extrapolated,Market,Outlier,,,0.979566813,0.10775511,0.070880853,0.037193865,-0.195931807,0.000535154,0.682154011,0.599282659,1.02359344,0.503085256,0.546081662,0.938408732
MOZ,Mozambique,Metical,1972,5301.770996,5035.064453,9.882427,4.777314186,,1.140561819,5166.058105,5702.700195,5081.132324,4935.460449,5781.447754,0.296726346,0.340333968,4324.02002,5402.300293,5832.817871,7663.280762,0.752960443,0.900389552,0.407194704,0.029730914,0.027053417,0.758826554,0.747354984,0.769413292,Extrapolated,Extrapolated,Market,Outlier,,,0.974207282,0.108731918,0.072515354,0.03718752,-0.193298101,0.000656031,0.735413994,0.636921863,1.073362842,0.539333284,0.593293726,0.986652613
MOZ,Mozambique,Metical,1973,5549.194336,5265.606445,10.109426,4.839588165,,1.13889575,5365.422363,5929.669434,5281.385254,5089.305664,6066.831543,0.292655945,0.341297328,4523.448242,5652.47168,6102.933105,7908.588867,0.769502819,0.920336723,0.407194704,0.029732741,0.024515167,0.860676289,0.846665263,0.87861985,Extrapolated,Extrapolated,Market,Outlier,,,0.980006337,0.110869132,0.074247971,0.039378051,-0.205028862,0.000527362,0.834895466,0.713434642,1.20095952,0.582989514,0.64025116,1.092220664
MOZ,Mozambique,Metical,1974,5896.110352,5598.508789,10.353943,4.918466091,,1.137232065,5707.960938,6329.660645,5639.03125,5246.902344,6419.183105,0.30415386,0.367566109,4806.598633,6007.026367,6485.727539,8175.646484,0.796944082,0.953270674,0.407194704,0.029785478,0.025408167,0.84584111,0.829244256,0.891218066,Extrapolated,Extrapolated,Market,Outlier,,,1.010740519,0.118488863,0.077131964,0.044783648,-0.251567066,0.000422028,0.82156888,0.67686444,1.163905799,0.518354774,0.527652919,1.049702287
MOZ,Mozambique,Metical,1975,6018.271973,5714.492676,10.620268,5.128181458,,1.135570884,5796.02832,6450.969727,5750.736328,5344.333496,6761.923828,0.312535614,0.381231248,4906.731934,6127.383789,6615.686523,8443.637695,0.785150945,0.938433051,0.407194704,0.029942434,0.02555275,0.861835837,0.841890097,0.905910611,Extrapolated,Extrapolated,Market,Outlier,,,1.005990267,0.122548774,0.078528278,0.043487377,-0.251573324,0.001018694,0.837919575,0.665376966,1.168216006,0.542160332,0.535857379,1.044833183
MOZ,Mozambique,Metical,1976,6353.02002,6025.141113,10.908878,5.234730244,,1.140744805,6114.013672,6797.578125,6047.615723,5642.393066,7001.458496,0.31460169,0.378767192,5182.383301,6479.364258,6995.743164,8732.373047,0.804624557,0.962864459,0.407194704,0.030005783,0.030229083,0.745582879,0.729029477,0.781386614,Extrapolated,Extrapolated,Market,Outlier,,,1.004509926,0.121147931,0.079075269,0.044098966,-0.248973459,0.000141368,0.724570936,0.580971177,1.012501872,0.466224432,0.472218454,0.899327636
MOZ,Mozambique,Metical,1977,6356.927734,6036.490723,11.214834,5.34607172,,1.145942211,6120.634277,6792.928711,6056.218262,5682.126465,7397.506836,0.3051925,0.361752123,5173.058105,6467.430664,6982.76709,9009.810547,0.780248582,0.933642685,0.407194704,0.030213293,0.03040725,0.752272666,0.736871123,0.785384178,Extrapolated,Extrapolated,Market,Outlier,,,1.000146627,0.11831744,0.077026606,0.042888969,-0.238485664,0.000106038,0.732886358,0.596654042,1.003993022,0.472519338,0.485930502,0.888841271
MOZ,Mozambique,Metical,1978,6416.458984,6087.19873,11.530022,5.47533989,,1.151163459,6109.586914,6793.001465,6067.143066,5712.073242,7865.658203,0.293836474,0.346912831,5228.603516,6514.095215,7033.244141,9281.985352,0.765914142,0.91330868,0.407194704,0.030331526,0.03,0.785834134,0.768605709,0.816383123,Extrapolated,Extrapolated,Market,Outlier,,,0.989868939,0.119643867,0.079722911,0.042099852,-0.23414427,0.002808684,0.764285342,0.614587056,1.053391518,0.503438652,0.517449319,0.895137131
MOZ,Mozambique,Metical,1979,6592.762695,6235.447266,11.843382,5.59433794,,1.156408429,6344.996582,7053.225586,6237.676758,5809.686035,8299.768555,0.291764408,0.353976071,5389.375,6762.522949,7301.532715,9566.355469,0.767286539,0.921511412,0.407194704,0.030368801,0.03,0.803973675,0.785992444,0.843895316,Extrapolated,Extrapolated,Market,Outlier,,,1.009914398,0.121904902,0.082226641,0.046030931,-0.257586271,-0.002490601,0.780810303,0.624899658,1.088468199,0.498135328,0.509202063,0.88732022
