iso,year,pop_thous,gdp_pcap_thous2005usd,cons_price_ns,ns_usd_p1000cal,cons_exp_ns,ns_cal_pcap_day_thous,ns_share,cons_price_s,s_usd_p1000cal,cons_exp_s,s_cal_pcap_day_thous,Tot_cal,s_share,Status
vnm,1993,73363,0.490755624,1062186.968,2301.02297,716239420,0.011624314,0.132792669,2176337.672,704.9419266,1432977751,0.075913001,0.087537315,0.867207331,Do not include
gnb,2005,1422,0.50642165,8178.68265,2293.882737,4908909.056,0.004123076,0.004630431,327472.1029,102.3901168,47101501.55,0.88630715,0.890430226,0.995369569,Do not include
gnb,2003,1361,0.493833205,8748.436877,2268.676541,4514666.317,0.004005918,0.004168849,260406.6177,82.7777164,39349215.27,0.956911216,0.960917134,0.995831151,Do not include
sle,2016,7328.83,0.459716342,972350.9179,2265.40818,4819497324,0.795294111,0.346083958,2153615.07,1172.847567,4714518821,1.502686173,2.297980284,0.653916042,Do not include
pry,2003,5682,2.601122589,2440491.671,2212.716307,6930647889,1.510267945,0.64682729,797000.8388,662.899822,1133691276,0.824617996,2.334885941,0.35317271,Do not include
sle,2013,6092,0.6255653,1202578.307,2184.696131,3853935057,0.793342268,0.486645296,1160222.86,789.5033646,1469171021,0.836884663,1.630226931,0.513354704,Do not include
sle,2011,5865,0.46732051,1199502.393,2182.523318,3391946789,0.725987691,0.472489253,1229174.126,813.29518,1411164733,0.810529143,1.536516834,0.527510747,Do not include
ita,1983,56622,24.96479505,1329552.203,2170.990424,65144974775,1.451927539,0.503540994,363918.3247,218.7714298,6472352751,1.431507091,2.88343463,0.496459006,Do not include
pry,2002,5571,2.543069428,2213090.437,2165.855968,4304292200,0.977341074,0.619777081,399136.466,308.3344847,375921403.8,0.599582476,1.57692355,0.380222919,Do not include
khm,2005,13356,0.609339737,698409.3374,2144.407402,3465491025,0.331503567,0.201143088,606284.5124,266.5246965,1710640790,1.316594666,1.648098233,0.798856912,Do not include
vnm,1994,74748,0.524236508,1068891.842,2135.648494,772079643.6,0.013250733,0.144751594,2253571.596,740.1659266,1580994419,0.078290453,0.091541186,0.855248406,Do not include
ita,1982,56510,24.72518629,1226478.313,2048.754614,59973624059,1.419228019,0.486880451,364272.5226,212.147771,6544930574,1.495713451,2.91494147,0.513119549,Do not include
idn,2001,211970,2.216981593,541847.0161,2046.858285,57138274184,0.360804611,0.22129153,2375072.634,1036.112402,1.02E+11,1.269644645,1.630449256,0.77870847,Do not include
khm,1998,11685,0.366118728,347167.4285,2004.723418,1763114152,0.206207467,0.13754684,693440.225,285.5270844,1574556238,1.292972491,1.499179958,0.86245316,Do not include
sle,2012,5979,0.528009588,1050420.316,1984.707524,3333574299,0.769648106,0.481254173,919434.6672,617.9955514,1118868586,0.82960682,1.599254926,0.518745827,Do not include
khm,2004,13149,0.546519088,621108.1448,1973.56635,2820265785,0.297750649,0.190835739,575902.2579,250.4406947,1517470257,1.262495091,1.56024574,0.809164261,Do not include
cog,1997,2878,2.468547483,597819.7431,1956.483124,406302850.5,0.197692461,0.648178782,36968.11114,30.15645746,3399235.885,0.107304349,0.30499681,0.351821218,Do not include
lbn,2016,6714.28,6.327445233,306376.2582,1899.107094,1668764395,0.358552914,0.225640617,40178.93265,15.53408375,46844272.28,1.230491283,1.589044197,0.774359383,Do not include
idn,2003,218146,2.358757355,462290.9975,1888.330233,52940112288,0.352100623,0.220607552,1833297.438,801.5825327,79394601625,1.243949101,1.596049724,0.779392448,Do not include
khm,1997,11396,0.357496309,467387.0715,1863.153579,1633594427,0.210790135,0.146469768,512055.7552,213.3760961,1090215291,1.228347365,1.4391375,0.853530232,Do not include
vnm,1997,78199,0.649101686,1093563.609,1849.12609,554238562.8,0.010501133,0.167986549,2271254.229,766.8058251,1138338584,0.052010615,0.062511748,0.832013451,Do not include
vnm,1998,79141,0.678347056,1159047.151,1848.329207,769681248.2,0.014415748,0.176969563,2505658.579,855.1769751,1656169937,0.067043164,0.081458912,0.823030437,Do not include
irq,2003,25960,2.108796744,205742.6152,1823.210077,2641703777,0.152914917,0.09484469,189131.6169,63.30446963,875370407.8,1.459351584,1.612266501,0.90515531,Do not include
ita,1986,56809,27.15913741,1081012.37,1803.470821,54763960510,1.464453949,0.491869444,283378.1519,166.393613,5219727704,1.512868523,2.977322472,0.508130556,Do not include
vnm,1995,76020,0.564642562,977704.7662,1787.008609,525809413.1,0.010604275,0.151473344,2490135.118,824.3419953,1358746424,0.059403257,0.070007532,0.848526656,Do not include
ita,1981,56376,24.68187484,970832.0589,1786.265332,51131452144,1.391089378,0.45928306,329166.7261,181.1377716,6104368263,1.637738589,3.028827967,0.54071694,Do not include
col,2015,47520.67,7.55712552,1161203.638,1761.70439,31760781886,1.03940004,0.50796243,277541.6085,194.730254,3400621161,1.006814364,2.046214404,0.49203757,Do not include
tur,1989,53066,6.277497898,500407.9456,1748.03977,39879552065,1.177849347,0.342141315,454118.6158,208.772138,9157956852,2.264732107,3.442581454,0.657858685,Do not include
ita,1977,55627,21.92310376,865332.8519,1746.860421,43013345920,1.212736695,0.427077053,263581.9973,137.6987846,4548467631,1.626883663,2.839620358,0.572922947,Do not include
col,2016,48175.05,7.606773576,552937.049,1737.952114,12261165265,0.401216608,0.487855392,725907.5868,506.1600531,3748722585,0.421192275,0.822408883,0.512144608,Do not include
col,2003,41872,4.979049562,1276673.636,1721.743383,23546906858,0.894847179,0.49840706,275131.4528,174.4041389,2400432294,0.900567156,1.795414335,0.50159294,Do not include
gnb,2006,1453,0.507062418,29929.15454,1718.355617,22390173.7,0.024568913,0.031562629,329298.1593,108.8236719,43507704.03,0.75384891,0.778417823,0.968437371,Do not include
ita,1976,55377,21.47227798,841669.0535,1645.019073,40976750645,1.232379003,0.432549551,389651.5871,205.8401655,6726494330,1.616725801,2.849104804,0.567450449,Do not include
per,1989,21326,2.886655209,688482.9858,1632.72574,6260474594,0.492596984,0.348287163,358113.7282,178.417836,1280121211,0.921744504,1.414341488,0.651712837,Do not include
khm,1996,11091,0.347782709,318644.2674,1622.327485,1345104164,0.204811256,0.141628233,441801.6976,182.7984919,918577045.6,1.241307589,1.446118845,0.858371767,Do not include
vnm,1996,77167,0.608203641,1333694.221,1613.847443,521111339.3,0.011464195,0.234553194,2100217.085,770.7245165,812158666.5,0.037412543,0.048876738,0.765446806,Do not include
idn,2004,221294,2.442181075,815662.0343,1591.726154,59744724926,0.46469576,0.274526375,2133908.627,1010.465008,1.00E+11,1.228022326,1.692718086,0.725473625,Do not include
lbn,2017,6819.37,6.264324967,168249.9421,1582.816057,1185054382,0.30079507,0.197668217,43967.64843,16.4064106,49858425.56,1.220921846,1.521716916,0.802331783,Do not include
ita,1989,56824,30.18305588,907803.2114,1556.74384,49176448172,1.523054121,0.504270108,139634.6082,85.30705266,2649151658,1.497259985,3.020314106,0.495729892,Do not include
col,2004,42528,5.163684984,1085469.385,1540.174055,20658292994,0.864085676,0.488902076,242985.4343,151.1270802,2119088806,0.903314625,1.767400301,0.511097924,Do not include
ita,1978,55849,22.54347495,769572.9051,1526.551564,41359960635,1.329108307,0.442870374,343145.1636,184.5329286,6289587122,1.672014338,3.001122645,0.557129626,Do not include
irq,2006,28064,3.458425181,180621.8059,1514.79702,2405406781,0.155021399,0.092806738,269823.4057,92.15196419,1430404905,1.515346527,1.670367926,0.907193262,Do not include
lbn,2014,6261.04,6.650668725,324953.5654,1493.634192,1336459066,0.391536335,0.257370009,42037.95863,16.94816438,43757109.76,1.129761102,1.521297437,0.742629991,Do not include
col,2002,41216,4.867572145,1044104.654,1450.604893,19629643432,0.899507041,0.500330915,200753.4617,127.3568873,1721118805,0.898317185,1.797824226,0.499669085,Do not include
cog,1999,3044,2.354996915,1279675.074,1444.094834,1508992456,0.940489263,0.859198474,10734.76528,22.18934699,3799703.778,0.15412309,1.094612353,0.140801526,Do not include
khm,1995,10769,0.342429266,264942.4397,1432.028543,1125560115,0.199962602,0.12676706,504757.2524,205.3112998,1111612864,1.377439301,1.577401903,0.87323294,Do not include
ita,1987,56823,28.01914135,855597.4272,1431.564958,44353804889,1.49383558,0.499966516,237773.4153,142.2683054,4408452330,1.494035673,2.987871253,0.500033484,Do not include
lbn,2008,4186,7.719206884,128522.4858,1429.939903,673344400.7,0.308196271,0.222675664,68604.8171,26.42390673,43435617.88,1.075862791,1.384059062,0.777324336,Do not include
idn,2000,208939,2.170076507,390782.0258,1418.241043,38889956390,0.359563029,0.217946731,1976612.898,865.4083675,85151925557,1.290211792,1.649774821,0.782053269,Do not include
ita,1979,56046,23.80291491,723423.2552,1414.711821,40109060727,1.385916363,0.439608933,280224.763,149.5242062,5403942374,1.766695557,3.15261192,0.560391067,Do not include
idn,1997,200050,2.467106734,593912.9519,1377.786608,49756421104,0.494579095,0.265200567,713952.2036,330.2138639,33041278475,1.370345633,1.864924728,0.734799433,Do not include
ita,1980,56221,24.54272573,737005.8904,1376.386717,39655807186,1.404025162,0.450696979,276007.9732,149.6511395,5255011736,1.711205753,3.115230915,0.549303021,Do not include
lbn,2015,6532.68,6.400577156,248515.9071,1373.017956,1218786849,0.372277932,0.234159969,17985.49955,7.030754518,20411686.52,1.217566543,1.589844475,0.765840031,Do not include
khm,2002,12709,0.472277175,410602.596,1371.495315,1191705994,0.187314135,0.12326101,561028.582,226.4851503,1399777882,1.332340257,1.519654392,0.87673899,Do not include
ita,1988,56824,29.19385608,821506.4149,1368.548275,43326021336,1.526384761,0.505786649,163369.7973,99.61093314,3081362614,1.491458365,3.017843126,0.494213351,Do not include
pry,2000,5350,2.255886038,1262923.791,1362.751786,3546370737,1.332664192,0.626576457,244603.8705,190.358966,295235334.8,0.794233773,2.126897965,0.373423543,Do not include
col,2006,43841,5.596060846,949463.1438,1344.873467,19788548879,0.919515822,0.515836473,155377.073,103.4482416,1428682285,0.863056506,1.782572328,0.484163527,Do not include
pry,1999,5240,2.382469027,1202860.894,1330.866541,3468996799,1.362841159,0.6455789,233195.3227,194.2573202,277982225.2,0.748196173,2.111037332,0.3544211,Do not include
col,2001,40559,4.825588328,891659.7332,1318.126022,17744098438,0.909320331,0.501937598,200091.0281,127.4100944,1701903269,0.902299947,1.811620278,0.498062402,Do not include
mng,2009,2672,2.529652808,575324.402,1309.908053,983046696.5,0.769491838,0.400752944,205815.1035,102.8324927,115396566.6,1.150623411,1.920115249,0.599247056,Do not include
cog,1998,2961,2.485688944,1117423.291,1304.72763,1281464336,0.908772952,0.858923121,20231.11372,41.3099197,6664116.246,0.149264641,1.058037593,0.141076879,Do not include
ita,1990,56832,30.77809032,750920.1744,1298.251242,40896381150,1.518589276,0.507679955,137103.7922,83.8723087,2562136319,1.472644198,2.991233474,0.492320045,Do not include
irq,2008,29430,3.564289622,166731.1494,1297.333029,1969662898,0.141337467,0.085087972,137771.7858,46.60631475,760845292,1.519737105,1.661074572,0.914912028,Do not include
col,2005,43184,5.324584293,932062.2239,1295.240776,17907157063,0.877122806,0.50392762,176883.2907,114.2565751,1555013705,0.863450187,1.740572993,0.49607238,Do not include
pry,1998,5131,2.470043756,1066587.466,1292.234499,3086838082,1.275491706,0.611780976,183514.6121,139.6011248,211612969,0.809391211,2.084882917,0.388219024,Do not include
mng,2017,3113.79,3.987468465,704001.7782,1291.82439,1118280702,0.761667047,0.454440939,174657.4506,95.83570957,99595344.46,0.914385838,1.676052885,0.545559061,Do not include
lbn,2007,4140,7.144218364,438596.9906,1284.842327,1436453722,0.739858381,0.408763181,53701.41689,27.19369433,43974379.23,1.070134339,1.80999272,0.591236819,Do not include
pry,2001,5461,2.255347736,1204936.375,1280.480596,3378087081,1.323526977,0.618758795,145315.7316,115.9331222,188444652.8,0.815476116,2.139003093,0.381241205,Do not include
col,2009,45803,6.026982286,986556.4843,1274.614783,19817978315,0.930022829,0.536474272,169213.931,120.2930391,1616016688,0.803560454,1.733583283,0.463525728,Do not include
khm,1999,11960,0.400301703,325411.9629,1268.850231,669013973,0.120781601,0.087776309,522322.6329,204.4934804,1120542475,1.255234343,1.376015944,0.912223691,Do not include
irq,2007,28741,3.423481236,150839.1244,1265.980462,2045153457,0.153994127,0.089280948,255251.8643,86.71575376,1428968094,1.57083218,1.724826307,0.910719052,Do not include
khm,2011,14606,0.824117899,383210.144,1264.938235,1481584207,0.219701418,0.141421008,880246.3399,358.7307923,2550891617,1.333826031,1.553527449,0.858578992,Do not include
ita,1974,54781,20.69468715,617137.3196,1262.237178,30581911518,1.211715991,0.424371561,344686.3557,179.6936953,5905442822,1.643602559,2.85531855,0.575628439,Do not include
mng,2015,2998.44,3.895405745,811279.4762,1251.791435,1062620713,0.775636208,0.519599442,168094.4238,104.7628164,82222048.84,0.717121762,1.49275797,0.480400558,Do not include
ita,1975,55095,20.14665556,610553.5025,1244.354536,30636431760,1.224303227,0.424545788,294308.2616,153.533191,5123686620,1.659492259,2.883795486,0.575454212,Do not include
arg,1990,32625,6.187667014,669676.8228,1237.697359,16449109292,1.116052275,0.48957496,358720.9581,211.5121307,2930731120,1.163582848,2.279635123,0.51042504,Do not include
khm,2008,13941,0.760377962,365197.2168,1227.891927,1301700511,0.208335913,0.135682791,868812.3255,353.5529676,2387557332,1.32712714,1.535463053,0.864317209,Do not include
mng,2016,3056.36,3.866242803,594728.2101,1220.054937,1052968413,0.77363941,0.401006407,238418.5159,119.1737298,153634005.5,1.155605101,1.929244511,0.598993593,Do not include
col,2007,44498,5.893898373,914654.6829,1216.108073,18748032815,0.949183494,0.526098785,149542.511,100.6791319,1398117010,0.855009029,1.804192523,0.473901215,Do not include
lbn,2012,4647,8.57044666,330788.8521,1211.778733,1128262943,0.548935681,0.318810606,59017.58761,25.93931665,51603676.55,1.172888091,1.721823772,0.681189394,Do not include
khm,1993,10077,0.320858401,290473.8625,1204.593768,467900357.2,0.105606012,0.071583242,343987.6177,131.2785454,661360307.2,1.369683573,1.475289585,0.928416758,Do not include
cog,2001,3206,2.496976985,1048796.1,1204.015276,1294870269,0.919047334,0.852551805,11746.69471,23.53815281,4378096.423,0.158948547,1.077995881,0.147448195,Do not include
per,1983,18641,3.275514084,493254.0277,1203.568161,4729072056,0.577488273,0.382554165,254238.7463,137.0974777,869442042.4,0.932071226,1.509559499,0.617445835,Do not include
khm,1994,10430,0.333792373,250287.8185,1202.677267,464642335.4,0.101482814,0.068552265,330541.6763,125.794424,660340217.4,1.378888612,1.480371426,0.931447735,Do not include
col,2000,39898,4.824583435,776886.9118,1201.817728,15717336192,0.898041375,0.503335113,170332.1881,108.6417285,1401984569,0.88614048,1.784181855,0.496664887,Do not include
tur,1988,52126,6.374660179,356304.9783,1197.743702,27343255050,1.199883423,0.344048188,272948.0702,125.4819615,5461604885,2.287661247,3.48754467,0.655951812,Do not include
col,2008,45153,6.01441272,920281.2754,1196.994158,18894145808,0.95775793,0.529172321,165450.0245,114.337614,1605791752,0.852158976,1.809916906,0.470827679,Do not include
khm,2001,12473,0.45150801,353679.9483,1191.939856,1097454784,0.202240675,0.133668304,509012.4068,206.6355693,1233085362,1.310763304,1.513003979,0.866331696,Do not include
ita,1970,53324,17.81782948,552703.1487,1183.749868,27181217116,1.179759198,0.40641414,278909.4549,141.0495762,4730373996,1.723090582,2.90284978,0.59358586,Do not include
ita,1971,53700,18.01475064,534638.5332,1183.233189,26632520262,1.148351318,0.398020108,283743.5117,141.4365548,4814825631,1.736807734,2.885159052,0.601979892,Do not include
col,2014,46967.7,7.41964972,809323.4642,1181.319507,20775724404,1.025880187,0.521599968,157375.8978,112.425252,1813453042,0.940914772,1.966794959,0.478400032,Do not include
ita,1973,54438,19.73938507,552769.5302,1178.080199,27783855192,1.186923216,0.405285795,250451.5878,126.9654336,4393899108,1.741684772,2.928607988,0.594714205,Do not include
khm,2010,14365,0.782615999,357070.0044,1175.832606,1354888396,0.219765507,0.140818701,873838.3374,356.1609539,2503968217,1.340861779,1.560627286,0.859181299,Do not include
lbn,2006,4080,6.629978755,382135.6797,1171.78896,1251540916,0.717203868,0.386975457,80718.02177,39.42217411,66700741.72,1.13615364,1.853357508,0.613024543,Do not include
khm,2012,14865,0.868559185,347751.178,1164.798898,1391888091,0.220239691,0.141597031,863785.4483,351.3105216,2544963681,1.335157974,1.555397665,0.858402969,Do not include
idn,1996,197098,2.391658155,518204.9442,1161.999737,42687338532,0.510643686,0.272235292,596310.2837,277.7264868,27274507340,1.365100207,1.875743893,0.727764708,Do not include
mng,2010,2713,2.65001223,500871.3099,1144.546439,768196679.1,0.67779186,0.368092574,221724.825,105.0571567,121048957.1,1.163570632,1.841362492,0.631907426,Do not include
gin,2005,9576,0.622808976,719489.7953,1144.412627,2342990303,0.585748046,0.439261079,357486.4064,219.9122927,574745175.2,0.747736922,1.333484968,0.560738921,Do not include
lbn,2013,4822,8.475735308,318644.2642,1143.604289,1079002083,0.53607609,0.326405153,37139.69761,16.51007033,32146757.93,1.106287961,1.642364051,0.673594847,Do not include
ita,1972,54074,18.55038609,530792.6093,1142.086187,25706395675,1.140409819,0.40463247,239607.0317,120.7349087,3998522854,1.677974526,2.818384345,0.59536753,Do not include
idn,1995,194113,2.252347329,485946.3267,1137.463616,41829860481,0.519040703,0.279772717,555864.8597,263.3485593,24931250246,1.336182025,1.855222728,0.720227283,Do not include
