iso,year,pop_thous,gdp_pcap_thous2005usd,cons_price_ns,ns_usd_p1000cal,cons_exp_ns,ns_cal_pcap_day_thous,ns_share,cons_price_s,s_usd_p1000cal,cons_exp_s,s_cal_pcap_day_thous,Tot_cal,s_share,Status
lka,1983,15723,1.001966546,3756.736299,7.37096972,27197698.91,0.642953042,0.444850601,5192.063646,3.322491524,15299143.17,0.802370491,1.445323533,0.555149399,Include
ecu,1997,11799,3.959489816,148.8031959,0.206023288,816769.0251,0.920544694,0.534274452,608.1713929,0.390973836,1351127.383,0.802436241,1.722980935,0.465725548,Include
can,1990,27658,36.66471152,2844.827735,5.572553218,75725537.13,1.34609125,0.626394739,139.9114413,0.107865514,874249.9899,0.802859189,2.148950439,0.373605261,Include
gbr,1991,57580,27.68836319,1209.902005,1.154560283,25593853.61,1.054762165,0.567735534,111.7186232,0.077113337,1301523.537,0.803078504,1.857840669,0.432264466,Include
cyp,2016,1170.19,21.16188505,1423.946786,4.324759903,622678.9309,0.337095475,0.283402882,2068.572422,0.864269538,314645.9681,0.85236129,1.189456765,0.716597118,Do not include
aut,1978,7586,25.62285319,21849.21939,19.04046126,77724876.5,1.474269473,0.647362002,3064.846257,2.62604414,5839376.792,0.803079935,2.277349408,0.352637998,Include
cub,2005,11292,4.38194832,2773.014191,3.484745046,12370531.29,0.861298337,0.517420006,4285.511806,3.065116958,10148234.43,0.803303587,1.664601924,0.482579994,Include
pry,1971,2547,1.363590715,47388.44808,52.26810829,73958850.55,1.522059259,0.654418396,14732.92385,12.58278616,9402109.475,0.803760535,2.325819794,0.345581604,Include
fin,1983,4853,27.21278801,8129.497065,9.759805473,23456033.29,1.356782558,0.62796367,2017.576789,1.634854107,2327787.021,0.803824213,2.160606771,0.37203633,Include
gbr,1990,57425,28.06807059,3993.298356,6.644247754,163328300.3,1.172794055,0.593312789,276.4728358,0.202997775,3420453.639,0.803893584,1.976687639,0.406687211,Include
tto,1974,997,6.896629008,3558.047775,4.321895114,955009.1634,0.607218917,0.629024453,1007.894724,0.961819486,125344.3154,0.358115442,0.965334359,0.370975547,Do not include
tgo,1975,2410,0.773738293,56501.96266,66.96505195,61867002.54,1.050269994,0.566197425,40979.89457,27.2546292,19291916.73,0.804683681,1.854953675,0.433802575,Include
sur,2016,564.89,8.01474477,3795.23313,7.362066935,996529.3804,0.656498283,0.449223417,774.2822617,0.493762009,81944.74304,0.804908799,1.461407082,0.550776583,Include
nic,1982,3437,1.638583497,3747.188904,6.030867109,4044420.1,0.534569412,0.399036059,2461.687331,1.282349761,1295147.612,0.805082483,1.339651895,0.600963941,Include
aut,1994,7938,35.63457717,950.7978172,0.933720672,4486761.261,1.658486835,0.673178625,106.3929297,0.093938877,219150.0054,0.805178489,2.463665324,0.326821375,Include
lka,2007,20302,2.358026129,12564.36555,23.34940682,96294121.19,0.556534682,0.408645057,12882.18553,7.757268516,46295068.22,0.805367715,1.361902397,0.591354943,Include
lka,2005,19951,2.086779678,12679.98316,29.04178568,103646648.1,0.490088388,0.378312599,14469.49358,8.267831498,48489178.17,0.805370418,1.295458806,0.621687401,Include
nic,1996,4757,1.147921184,2076.927623,4.308004657,2166366.302,0.289620775,0.254930092,2234.65196,0.954070106,1402206.375,0.846458428,1.136079203,0.745069908,Do not include
mdg,1995,13453,0.489562143,185802.3296,281.589543,828715209,0.599344853,0.426575312,147912.6759,89.42270249,353766941.8,0.805670477,1.40501533,0.573424688,Include
moz,1999,17798,0.256128145,942.6522798,1.589457987,9262169.055,0.897014748,0.526658039,864.8655368,0.525975243,2754705.919,0.806205715,1.703220463,0.473341961,Include
lka,2004,19738,1.985376673,11027.58201,25.48018345,92884696.33,0.505994278,0.385573505,13815.82525,7.95023008,46183204.55,0.806321719,1.312315997,0.614426495,Include
cyp,1982,692,10.05783673,1251.354294,1.591824185,388532.447,0.966347296,0.545040418,1232.649362,0.811185674,165270.9693,0.806635521,1.772982817,0.454959582,Include
gbr,1993,57889,28.34209552,975.2862636,1.17939777,27787625.74,1.115070244,0.580241575,129.0790782,0.091756401,1563932.807,0.806664242,1.921734486,0.419758425,Include
nic,1977,2975,2.536727639,2630.756604,5.267428829,2914152.326,0.50948774,0.386959593,1292.552934,0.622364321,545483.6566,0.80715552,1.31664326,0.613040407,Include
can,1977,23719,29.87993664,1787.435861,2.664937503,32719249.89,1.418166004,0.637234502,123.9863861,0.094483426,660387.1824,0.807334967,2.225500971,0.362765498,Include
sur,2014,553.27,8.856590869,2962.116652,4.681188975,606916.1506,0.642011097,0.442778594,591.8324665,0.370608189,60468.43207,0.807948558,1.449959655,0.557221406,Include
lka,1974,13501,0.7339965,853.6093135,1.466958829,4551973.247,0.629684458,0.437866182,2137.777257,1.34655921,5364207.131,0.808390652,1.43807511,0.562133818,Include
nor,1972,3933,35.39233806,10617.80353,15.69835918,23429016.16,1.039639997,0.562526384,950.6251975,0.648615895,752829.0103,0.808522199,1.848162196,0.437473616,Do not include
pry,1986,3811,2.236985113,144474.9711,151.2737348,308407814.2,1.465649184,0.644469312,37661.9946,31.75739167,35717538.41,0.808546277,2.274195461,0.355530688,Include
pry,1973,2672,1.490902459,52548.14574,61.14041975,89208763.65,1.496062669,0.649080038,12849.40006,10.83459498,8546761.901,0.808834386,2.304897055,0.350919962,Include
dom,1987,6810,2.657634392,3495.555993,4.286135585,6808954.99,0.639108483,0.624931158,1594.370729,1.485860885,1416679.203,0.383577736,1.022686219,0.375068842,Do not include
gbr,1979,56489,21.83280061,2089.865042,2.239299565,57350365.26,1.242130545,0.605501249,319.5294048,0.241995647,4037961.138,0.809278179,2.051408724,0.394498751,Include
aus,1979,14532,33.24404582,1004.528053,1.155226721,8645601.258,1.410943822,0.635492798,147.7348333,0.121957402,523518.0033,0.809291917,2.220235739,0.364507202,Include
tgo,1987,3473,0.595238807,65348.13831,101.9454897,96826806.68,0.749255509,0.480728642,42256.88618,23.6593005,24273022.76,0.809327533,1.558583042,0.519271358,Include
gbr,1986,56824,24.65308527,3183.313869,4.5244811,112520406.4,1.199051529,0.597015312,338.1538501,0.250781485,4209796.07,0.809358481,2.00841001,0.402984688,Include
usa,1977,223578,26.75578618,1137.415066,1.616798521,223100087.8,1.690915505,0.676272509,82.51714056,0.074832325,4943003.578,0.809430854,2.500346359,0.323727491,Include
tgo,1981,2812,0.727949296,79380.82928,95.31653328,97662273.17,0.998275493,0.552171804,65193.42403,41.88470968,34805774.89,0.80963191,1.807907403,0.447828196,Include
tto,1975,1011,6.900172262,3786.623552,4.276906955,970686.8024,0.615042749,0.650538867,1058.850316,1.07643847,131239.3783,0.330393073,0.945435822,0.349461133,Do not include
lka,1986,16408,1.104506101,3140.413201,8.362739744,29426975.87,0.587555018,0.420469889,5875.554134,3.598154384,17450904.83,0.809822138,1.397377156,0.579530111,Include
tto,1993,1244,6.405394064,2383.987317,4.268628887,596882.3773,0.307954896,0.520065459,1199.326297,0.883699425,114032.5738,0.284191517,0.592146413,0.479934541,Do not include
blz,1975,133,2.185298549,3770.906434,4.247059849,135736.0328,0.658358224,0.635640414,194.6686641,0.174403483,3195.0718,0.377381811,1.035740035,0.364359586,Do not include
eth,2004,74066,0.189560948,242.7315379,4.153548694,10473339.17,0.093272605,0.082033741,1714.66444,0.546560022,15421901.54,1.043730342,1.137002947,0.917966259,Do not include
cyp,1981,689,9.503706578,1067.598505,1.506037175,369656.8245,0.976002545,0.546428015,1020.340752,0.673523174,137223.6115,0.810147723,1.786150268,0.453571985,Include
jam,1980,2132,3.996735579,3493.043952,4.110078374,2783714.982,0.870351333,0.745873025,574.8688582,0.762667807,175993.223,0.296538076,1.166889409,0.254126975,Do not include
sur,1983,370,6.059270457,2531.657133,4.074130244,316356.2134,0.574972233,0.546638508,139.3401146,0.109767432,7069.022597,0.476860422,1.051832655,0.453361492,Do not include
vct,2017,109.83,6.68366999,5673.51455,4.068862595,43699.58428,0.267910931,0.751048951,1039.494071,1.172892091,4175.495845,0.088804741,0.356715672,0.248951049,Do not include
can,1989,27292,37.09914342,2750.219756,5.419270233,74216201.33,1.374768862,0.629155128,199.8217992,0.154858917,1250053.701,0.810334304,2.185103166,0.370844872,Include
sur,2017,570.5,7.880380419,4357.451587,8.002980898,1109373.212,0.665698198,0.450972737,845.4588364,0.542995118,91635.85612,0.810440253,1.476138451,0.549027263,Include
tto,1994,1250,6.601718714,2196.208399,4.063690697,585293.3712,0.315682192,0.503971448,3444.095593,2.468104329,349878.4697,0.310706849,0.626389041,0.496028552,Do not include
fin,1986,4921,29.46057189,7446.778299,9.360014838,22859402.64,1.35969691,0.626538293,1803.341982,1.453292279,2115630.235,0.810476766,2.170173676,0.373461707,Include
can,1982,25013,31.2953226,1740.55121,3.185024035,41095059.27,1.413247577,0.635327978,167.6362851,0.132841967,983822.2956,0.811190236,2.224437813,0.364672022,Include
cyp,1999,925,18.89559951,1478.420808,2.306364667,459128.0143,0.58961866,0.420911301,1160.594656,0.60005217,164342.2882,0.811195853,1.400814513,0.579088699,Include
lca,2007,170,7.790257065,6242.156564,4.045321986,200890.6898,0.800322321,0.933107854,422.1303254,1.772643599,6310.611213,0.057373086,0.857695407,0.066892146,Do not include
gbr,1974,56356,19.49110075,2512.864927,2.346958275,61048045.98,1.264542337,0.609192137,293.845826,0.224660034,3748877.27,0.811226965,2.075769302,0.390807863,Include
jam,1972,1925,5.368743114,3359.568404,4.03808419,2533695.925,0.893008362,0.808517492,461.1785058,0.811958653,120657.0558,0.211492617,1.104500979,0.191482508,Do not include
ecu,1999,12287,3.740343878,306.2826491,0.329418981,1251541.77,0.847145496,0.51081669,495.9191798,0.306319852,1114495.769,0.811268397,1.658413893,0.48918331,Include
nic,2000,5101,1.286171089,2622.232922,4.906480656,3945252.031,0.431873417,0.347307588,2575.250103,1.237127512,1869448.126,0.811616309,1.243489726,0.652692412,Include
cmr,2008,19595,1.262296401,124305.2322,92.10331415,527101740.7,0.800167781,0.496295737,77209.32932,44.13155744,256332414.3,0.812112399,1.61228018,0.503704263,Include
nzl,1996,3717,26.84294224,1030.676092,1.031972975,1822918.341,1.302007437,0.615844815,409.1931066,0.317937328,350328.7825,0.812173612,2.114181049,0.384155185,Include
ecu,1998,12042,4.006317739,168.480004,0.277731126,970709.1665,0.79519399,0.494468401,924.1617981,0.575819472,2057598.753,0.812985601,1.608179591,0.505531599,Include
nic,1995,4659,1.102131176,2101.364646,4.020690562,2288697.689,0.334735833,0.304062861,2124.823779,0.959148335,1249626.408,0.766141244,1.100877077,0.695937139,Do not include
sur,2015,559.14,8.535844048,2850.511436,5.297831002,696346.907,0.644041902,0.441963685,404.7730248,0.253778559,42117.08972,0.813186199,1.457228101,0.558036315,Include
mdg,1994,13040,0.496565193,169240.7474,264.6042742,778209108.6,0.617915371,0.431682311,130079.5754,79.75277982,308796383.2,0.813496933,1.431412304,0.568317689,Include
gbr,1995,58213,30.42394381,941.5356472,1.126461982,24352159.28,1.017438321,0.555269251,169.1337454,0.113650198,1967816.805,0.814894945,1.832333266,0.444730749,Include
cmr,1982,9481,1.68922969,88772.10102,119.3150487,352173877.3,0.852932975,0.511326115,46881.41365,27.94070736,78817103.16,0.815147238,1.668080213,0.488673885,Include
tto,1979,1069,8.638611336,3050.374666,4.014347703,1021209.912,0.651972782,0.637329325,837.7674875,0.812689492,117644.9308,0.371003498,1.02297628,0.362670675,Do not include
cyp,1972,628,8.569342976,951.9621318,2.279506937,385077.1069,0.736977576,0.474562463,472.1291266,0.269025367,50318.50455,0.815984644,1.55296222,0.525437537,Include
swe,1992,8678,36.20012236,3745.957344,4.817180439,18474609.56,1.210792841,0.597381903,324.6433277,0.239834503,619919.4279,0.8160393,2.026832141,0.402618097,Include
nor,1971,3905,33.84212398,11611.63492,17.05424922,25142909.08,1.034353568,0.558911058,913.0024921,0.620021006,721394.4404,0.816305053,1.850658621,0.441088942,Do not include
nic,1981,3344,1.698016107,4747.501949,6.041761653,4630587.384,0.62793308,0.434629496,2070.728046,1.135797655,1132367.546,0.816821787,1.444754867,0.565370504,Include
gbr,1989,57268,27.94055001,3740.696888,6.129602605,149641252.9,1.167922797,0.588423524,377.9076883,0.274371742,4685100.524,0.816910828,1.984833625,0.411576476,Include
cyp,1980,685,9.276183912,1246.299932,1.527375979,324765.9545,0.850434957,0.510050854,775.8077063,0.473858445,96785.58747,0.816918308,1.667353265,0.489949146,Include
phl,1993,66517,1.447542861,8648.413361,13.61542299,173093008.7,0.523628011,0.390459143,4861.202142,2.75100199,54596715.62,0.817429101,1.341057112,0.609540857,Include
gbr,1978,56486,21.04651459,2096.827546,2.133412093,53524045.3,1.216859651,0.598173992,357.7092196,0.266271359,4487548.44,0.817430819,2.03429047,0.401826008,Include
sau,2012,28288,21.6506091,3412.01528,7.295156928,46028209.02,0.611074738,0.427672044,1834.535726,0.959698347,8103232.184,0.81776483,1.428839568,0.572327956,Include
sau,2009,26796,18.76643644,4020.7109,8.954115689,46900852.11,0.53554405,0.395695921,1467.460305,0.727050152,5815892.284,0.817879176,1.353423226,0.604304079,Include
can,1970,21434,24.50280287,1420.518297,2.029730824,23627365.82,1.487924064,0.645264716,23.0188596,0.015635719,100060.1605,0.817988575,2.305912639,0.354735284,Include
aus,2011,22741,59.26508715,1342.009717,1.493561406,16807046.5,1.35570718,0.623624236,517.5018369,0.473049876,3212727.692,0.818209582,2.173916762,0.376375764,Include
sau,2013,28829,21.81775578,3670.948647,7.618654802,49872400.01,0.622099037,0.431801556,1688.456607,0.889699603,7663747.824,0.818606835,1.440705872,0.568198444,Include
nga,1977,67425,1.537439724,339.5553379,0.441018656,8449758.678,0.778526724,0.487438182,288.5416414,0.183864613,3704351.612,0.818653705,1.597180429,0.512561818,Include
nic,1997,4849,1.170811804,2182.312021,3.769595496,2658959.575,0.398540018,0.327367996,2098.723451,1.01569583,1472047.967,0.818866763,1.217406781,0.672632004,Include
mdg,1996,13883,0.484593299,160205.5614,232.2881375,704817958.2,0.5987889,0.422193899,122544.8132,73.3244237,304487001.9,0.819490478,1.418279378,0.577806101,Include
nga,1972,58829,1.283507648,161.0057734,0.410176148,5568645.725,0.632258762,0.435319611,138.4344024,0.073413682,1292857.522,0.820142521,1.452401283,0.564680389,Include
cmr,2009,20104,1.257388129,131456.9438,105.5586553,628144723.1,0.810943368,0.497010754,68690.55094,39.36869356,237088114.8,0.820698123,1.631641491,0.502989246,Include
cyp,1979,680,8.822117838,1156.112316,1.425782923,298416.3657,0.843271555,0.506730583,835.5587333,0.507161557,103329.0956,0.820870266,1.664141821,0.493269417,Include
nic,1975,2798,2.415879922,2932.666789,5.763695722,3033087.237,0.515279995,0.38561421,1772.368461,0.846892879,710068.8654,0.820977802,1.336257797,0.61438579,Include
tto,1977,1040,7.788280558,2682.21181,3.981786569,977210.0598,0.646522655,0.663046415,1601.531317,1.692687658,211112.0047,0.328556375,0.97507903,0.336953585,Do not include
aus,1988,16588,39.13469902,1312.557263,1.614926832,14285109.83,1.460978559,0.640119924,109.8135806,0.097766177,486200.9725,0.82137277,2.282351329,0.359880076,Include
blz,1977,137,2.195198708,3279.076401,3.953930195,131705.4148,0.666133387,0.603551368,271.5339332,0.22345508,4889.197148,0.437556244,1.103689631,0.396448632,Do not include
dnk,1994,5211,47.88403367,4129.214203,4.389284623,10547450.95,1.263396976,0.605991829,580.2192439,0.441108517,689187.9467,0.821444626,2.084841602,0.394008171,Do not include
tgo,1970,2116,0.800325192,77728.66017,96.70926625,86014188.5,1.15157832,0.5835679,60460.85436,41.85699385,26565796.86,0.821762436,1.973340756,0.4164321,Include
gbr,1988,57109,27.31647008,4229.09327,5.413169297,136258944.3,1.207580217,0.594967403,224.0592653,0.165273692,2832134.95,0.82207756,2.029657777,0.405032597,Include
deu,1992,81625,33.71254216,1090.714933,0.998487498,45574843.56,1.532027271,0.650759116,165.5589982,0.138089092,3382569.64,0.82218834,2.354215611,0.349240884,Include
ecu,1996,11557,3.874708177,223.7699558,0.206301687,688742.3089,0.791436371,0.490379022,380.2275739,0.224387547,778517.0806,0.822491498,1.613927869,0.509620978,Include
swe,1995,8827,37.73709901,4075.935398,5.545894366,22061512.33,1.234689333,0.60017773,596.5818719,0.447132287,1184913.976,0.822516842,2.057206175,0.39982227,Include
nzl,1995,3675,26.26766251,940.8290752,0.982805043,1818336.75,1.379293635,0.626260883,511.7152451,0.407072793,449461.2834,0.823132979,2.202426614,0.373739117,Include
cmr,2010,20624,1.267637353,151310.354,131.8370839,801516735.2,0.807624048,0.495226614,61951.59854,35.4402865,219616367.4,0.823193088,1.630817136,0.504773386,Include
hun,1999,10253,10.0298216,133107.297,130.6989936,684803912.2,1.400071346,0.62968095,11467.76148,9.238185556,28466637.35,0.823390147,2.223461493,0.37031905,Include
pry,1989,4139,2.417979418,390116.7609,412.526549,924682384.8,1.4837215,0.643020044,103703.4715,88.03146831,109546359.2,0.823705018,2.307426518,0.356979956,Include
sau,2010,27258,19.37806635,3510.137608,7.827281906,43687660.87,0.560997551,0.405104726,1461.990888,0.735796437,6030852.483,0.823823495,1.384821046,0.594895274,Include
usa,1980,230176,28.22313391,1168.070048,1.66424213,247321375.3,1.768855018,0.682212847,108.8247585,0.101342837,7015435.597,0.823964842,2.59281986,0.317787153,Include
blz,1979,141,2.390345376,3425.710294,3.838073983,131607.5569,0.666278053,0.610468221,306.5903892,0.250600775,5483.144966,0.425143301,1.091421354,0.389531779,Do not include
phl,1995,69607,1.511535903,8217.549841,12.19048744,173837204.2,0.56127523,0.40498504,5184.61727,3.031697008,63517932.89,0.824640728,1.385915958,0.59501496,Include
deu,1993,82225,33.14654458,1107.983857,1.184462,51469209.03,1.447870152,0.637067117,103.5986429,0.084706636,2096934.789,0.82484196,2.272712112,0.362932883,Include
nor,1970,3876,32.26510669,11557.16173,17.51160973,26135727.29,1.054950026,0.561175533,1395.772009,0.955848269,1115551.398,0.824943099,1.879893125,0.438824467,Do not include
can,2002,31284,44.9957096,2212.659061,2.572748499,39845905.47,1.356348293,0.621762956,124.0530764,0.098091397,924179.8635,0.825107324,2.181455617,0.378237044,Include
brn,2006,375,36.92655585,1270.021405,3.833698503,231402.0417,0.440986301,0.372224963,6867.437647,3.898561675,396873.5786,0.743744292,1.184730593,0.627775037,Do not include
phl,1971,36852,1.287578245,2072.090868,5.458239371,34402518.6,0.468579985,0.362195449,1936.064669,1.044917301,11597495.32,0.825141365,1.29372135,0.637804551,Include
nic,1979,3158,1.631271434,2462.463022,5.452687696,3044181.014,0.484345042,0.369794599,1461.152412,0.70080313,666772.1297,0.825422714,1.309767756,0.630205401,Include
nam,1972,830,4.087757351,206.118715,3.832432667,197906.8229,0.170457171,0.158965676,637.768969,0.219697067,60023.4357,0.901831985,1.072289156,0.841034324,Do not include
usa,1976,221475,25.81606775,1331.029159,1.73953446,241792350.1,1.719459477,0.675538671,102.2893916,0.092758477,6192640.353,0.825856655,2.545316132,0.324461329,Include
cyp,1984,698,11.4283576,1717.654148,2.223186262,603217.1285,1.064999804,0.563217436,2027.054496,1.389484367,292375.3005,0.825921419,1.890921223,0.436782564,Include
nor,1973,3960,36.74440883,8836.937674,13.07405344,20225299.19,1.070278124,0.564424385,992.7389455,0.682296421,814545.9357,0.825951294,1.896229418,0.435575615,Do not include
gbr,1992,57734,27.71777885,905.013363,0.989114185,22980000.84,1.102501268,0.571690284,125.5690026,0.087508073,1523171.641,0.825992708,1.928493976,0.428309716,Include
per,1979,16890,3.616415203,102838.6161,243.5867426,916168712.8,0.610097569,0.424709091,41376.65683,24.257856,123586256.4,0.826409402,1.436506971,0.575290909,Include
aut,1991,7726,34.83685663,1044.232281,0.985320209,4477886.221,1.611565998,0.660982733,147.2817802,0.129912241,302815.0398,0.826570307,2.438136305,0.339017267,Include
fin,1985,4902,28.78988601,8937.587022,10.98960482,26356039.54,1.340392236,0.618298864,2014.304038,1.586327233,2348636.785,0.82747886,2.167871096,0.381701136,Include
cyp,1996,873,17.50758661,837.7423552,1.673002795,290951.916,0.545779786,0.397263403,1243.333636,0.617609055,162962.3252,0.828068854,1.37384864,0.602736597,Include
pry,1983,3492,2.27790463,51698.15594,58.55416588,112175143.3,1.50304414,0.644757965,14883.92185,12.72336034,13429761.31,0.82813162,2.33117576,0.355242035,Include
brn,1998,317,35.62797086,1272.97447,3.83237668,154789.6941,0.349077395,0.303068958,4862.801384,2.424727569,225208.6966,0.802731083,1.151808478,0.696931042,Do not include
mng,1993,2263,1.356255876,67065.74313,100.6595299,54117583.08,0.650887717,0.439847502,35288.85245,18.86234314,12914669.1,0.828915429,1.479803146,0.560152498,Include
tto,1978,1054,8.455425219,3343.669826,3.800302399,1052873.78,0.720152842,0.689573637,525.0809992,0.599237489,74736.89964,0.324192249,1.044345091,0.310426363,Do not include
swe,1997,8859,39.28364054,4335.37694,5.622270219,22285104.91,1.225816328,0.596471481,476.5847657,0.354255092,949956.2832,0.829296729,2.055113057,0.403528519,Include
per,1985,19525,3.306834864,3673.448095,8.650827766,30829560.47,0.500064196,0.376167948,3831.205742,1.944039443,11489486.96,0.829299984,1.32936418,0.623832052,Include
cyp,1978,673,8.113007541,465.5103176,1.41284346,178894.2389,0.515459301,0.383278847,915.4256002,0.444414011,90544.91056,0.829408292,1.344867593,0.616721153,Include
gbr,1973,56265,20.01569323,2573.610953,2.756679643,70796081.75,1.250523148,0.601229914,374.7328524,0.281165788,4789248.7,0.829418517,2.079941665,0.398770086,Include
jam,1971,1896,4.9937957,3405.854685,3.742740114,2293925.416,0.885642448,0.811637577,439.1929364,0.766414521,109014.8014,0.205537252,1.0911797,0.188362423,Do not include
hun,1995,10352,8.936092088,97735.38664,83.80800511,462170139.2,1.459483708,0.637550117,4141.511633,3.391288934,10631996.02,0.829722534,2.289206242,0.362449883,Include
lka,1985,16175,1.074495411,3458.156666,7.502574686,26296899.4,0.59368635,0.417076697,6105.761438,3.731756617,18281129.31,0.829760115,1.423446465,0.582923303,Include
fin,1976,4727,22.13108503,4950.746489,5.920733257,14159492.79,1.386097354,0.625504469,1063.876839,0.855735489,1225259.189,0.829869795,2.215967149,0.374495531,Include
can,1983,25268,31.7845207,1752.047579,3.425418022,43521374.64,1.377606849,0.623984677,144.2485555,0.109806924,840718.0482,0.830150648,2.207757497,0.376015323,Include
nor,1974,3984,37.95586624,8568.311279,12.38025355,19930970.19,1.107099631,0.571455954,1265.576399,0.885710395,1069309.303,0.830231886,1.937331517,0.428544046,Do not include
gbr,1987,56957,25.90069375,3302.691967,4.910189213,120938745.9,1.184751486,0.587898628,330.1349334,0.239395276,4133180.987,0.830479422,2.015230908,0.412101372,Include
usa,1979,227942,28.57310347,1154.418129,1.54385152,228157757.2,1.776284354,0.681310041,110.6715321,0.103059448,7124282.186,0.830875747,2.607160101,0.318689959,Include
usa,1983,237080,28.85477743,1086.396683,1.476077974,233641828.8,1.829167659,0.687624309,71.93536558,0.067301396,4839398.404,0.830958858,2.660126517,0.312375691,Include
brn,2003,354,37.13741697,988.7178217,3.723657298,147084.4633,0.305703893,0.303612606,4357.707996,2.206328763,199893.386,0.701184119,1.006888012,0.696387394,Do not include
nic,1973,2631,2.230582097,2974.000587,6.045866351,2818038.765,0.485371987,0.368682075,1679.088789,0.789098566,629819.0203,0.831133534,1.316505521,0.631317925,Include
gbr,1972,56147,18.83203421,2907.244305,2.964397672,76386035.99,1.257355508,0.601921547,336.4804645,0.252805176,4308164.234,0.83154713,2.088902638,0.398078453,Include
aus,2003,19953,53.44710944,1586.513423,1.744597157,17123378.11,1.347699972,0.618394533,464.1955849,0.384352622,2327946.959,0.831653015,2.179352987,0.381605467,Include
phl,1991,63476,1.480456705,9494.072577,12.71109899,138281122.4,0.469545172,0.360796548,5408.74367,2.903862331,55967067.94,0.831867421,1.301412593,0.639203452,Include
cyp,1985,704,11.86272601,1282.137087,2.010203597,587200.5727,1.136791719,0.577440844,2115.525655,1.498940223,320413.462,0.831880448,1.968672167,0.422559156,Include
pry,2006,6015,2.73689684,573288.2701,478.6852924,899483172.4,0.855883123,0.507035907,260542.778,159.0820734,290630221.6,0.832129721,1.688012844,0.492964093,Include
gbr,1977,56481,20.19962012,2292.580025,2.683649574,67612538.29,1.222098448,0.594900492,375.8727677,0.277409584,4759269.34,0.832192084,2.054290532,0.405099508,Include
usa,1981,232441,28.65736074,1067.002488,1.434186059,216923223,1.782768501,0.68170489,93.25104582,0.086751322,6126468.614,0.832393172,2.615161673,0.31829511,Include
nic,1974,2713,2.438011582,3016.771205,5.798933462,2846174.532,0.495645017,0.373199811,1516.110972,0.715533159,589835.4488,0.832450555,1.328095572,0.626800189,Include
nga,1983,79729,1.141200802,1997.043856,0.899339008,16510784.98,0.630863076,0.431009953,478.9184375,0.263972469,6397647.328,0.832822556,1.463685632,0.568990047,Include
eth,1999,64159,0.168871989,138.9095811,3.701556794,4964157.817,0.057267828,0.053802394,1632.189005,0.503007904,11863592.32,1.007142572,1.0644104,0.946197606,Do not include
pry,1972,2609,1.4203752,52969.22555,59.94987224,83285360,1.45885948,0.636362804,10833.34662,8.830526264,7010201.58,0.833636989,2.292496469,0.363637196,Include
aus,1980,14708,33.94884465,999.0748382,1.136149822,8755874.941,1.435547144,0.632616273,7.338196646,0.005680314,25422.36094,0.833675458,2.269222602,0.367383727,Include
che,1984,6416,56.19934945,6072.176174,7.859098102,28405374.04,1.543371879,0.649246627,1697.27025,1.439332232,2810483.296,0.833801626,2.377173505,0.350753373,Do not include
gbr,1996,58386,31.10281485,1201.736998,1.390424773,31068165.57,1.048495394,0.556865981,134.5365584,0.090648352,1611804.744,0.834355111,1.882850505,0.443134019,Include
deu,1975,79719,21.69183797,5130.349472,4.878710797,209421637,1.475236907,0.638739455,517.237352,0.427658159,10382693.34,0.834369765,2.309606672,0.361260545,Include
cmr,2011,21156,1.286780533,133923.5054,122.3544723,787370605.7,0.833360529,0.499558288,69293.8125,40.11585259,258608448.3,0.834834251,1.66819478,0.500441712,Include
deu,1991,81026,33.32074173,1359.643713,1.227363276,53704568.89,1.479520019,0.639204633,134.0016574,0.11041324,2726969.629,0.835106539,2.314626558,0.360795367,Include
nic,1983,3530,1.669013841,4180.433345,6.583326813,4317938.223,0.509053514,0.378667513,3409.88335,1.675545488,1803238.81,0.835274943,1.344328457,0.621332487,Include
fin,1984,4879,27.937511,8370.312502,10.27734391,25100048.7,1.371418464,0.621472794,1955.670411,1.554810324,2312842.55,0.835304787,2.206723251,0.378527206,Include
nor,1975,4006,39.61668699,8721.408131,12.85755382,20523870.28,1.091684391,0.566514177,951.7117761,0.65556791,800723.757,0.835336037,1.927020428,0.433485823,Do not include
mys,2006,26327,8.21611128,2090.420306,3.675029875,16365937.04,0.463431729,0.406790313,3198.898737,1.902865205,12357358.87,0.675808106,1.139239835,0.593209687,Do not include
can,1988,26914,36.76576429,2389.027146,4.583443902,61532138.54,1.366592322,0.62062903,36.94976808,0.026747704,219497.0091,0.835354824,2.201947146,0.37937097,Include
deu,1990,80487,31.9136492,4541.513027,6.632085372,305379941.9,1.567370958,0.652238222,516.299066,0.439555401,10791445.52,0.835694218,2.403065176,0.347761778,Include
lka,2008,20452,2.48000739,15407.86838,27.83266416,110278303.6,0.530770344,0.388407732,21551.17077,12.50366913,78009391.41,0.835758435,1.366528779,0.611592268,Include
mdg,1993,12644,0.5124842,93666.97288,134.7546364,386227001.1,0.621042847,0.426282685,88560.09567,53.70756106,207173694.3,0.835837454,1.456880301,0.573717315,Include
gmb,2006,1482,0.782341484,1999.535948,3.608603411,400410.6345,0.205128205,0.175792142,7187.662259,2.833696457,1474202.245,0.961751058,1.166879263,0.824207858,Do not include
che,1983,6377,54.8916578,5337.966933,7.28970876,25854701.65,1.52377229,0.645429796,1500.573434,1.263710921,2462239.633,0.837092204,2.360864494,0.354570204,Do not include
